Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level
Post_2773,youtube,#dance,video,uk,1603866,238566,18807,26566,medium
Post_2774,instagram,#fitness,reel,canada,3634352,280654,38955,13864,low
Post_2775,instagram,#dance,post,brazil,3727003,242287,93794,1561,low
Post_2776,twitter,#dance,live stream,brazil,772421,247479,23789,12567,high
Post_2777,tiktok,#music,reel,india,1772246,493760,4974,31362,low
Post_2778,instagram,#education,shorts,japan,4660917,108250,64438,46473,low
Post_2779,youtube,#fashion,post,germany,126887,164296,64233,4209,high
Post_2780,youtube,#fitness,shorts,india,3424500,479439,45234,17018,high
Post_2781,youtube,#gaming,post,germany,3895699,248131,52488,39519,low
Post_2782,tiktok,#comedy,video,japan,75475,85849,52358,44489,medium
Post_2783,twitter,#viral,post,australia,4815367,353822,49194,24139,medium
Post_2784,youtube,#dance,video,india,3148221,85754,68644,17491,low
Post_2785,instagram,#viral,shorts,usa,3233563,150813,58386,1709,low
Post_2786,instagram,#music,tweet,brazil,3824375,327312,21152,33353,low
Post_2787,instagram,#viral,shorts,australia,1004552,189682,46042,10235,medium
Post_2788,tiktok,#fitness,live stream,usa,3269477,35752,21135,8550,low
Post_2789,instagram,#fashion,tweet,usa,481808,61671,7895,34339,low
Post_2790,tiktok,#music,shorts,brazil,696436,342863,72320,35891,low
Post_2791,youtube,#dance,reel,canada,4701021,315148,11535,1792,medium
Post_2792,youtube,#fitness,live stream,canada,1546021,17786,66926,20602,low
Post_2793,tiktok,#fitness,post,brazil,3504067,17759,35751,7695,high
Post_2794,instagram,#music,reel,uk,3816051,462424,91866,41600,high
Post_2795,youtube,#dance,live stream,india,254262,162743,48675,19106,low
Post_2796,youtube,#viral,video,uk,497552,297185,73947,641,medium
Post_2797,youtube,#music,tweet,brazil,3225580,37018,52907,33089,medium
Post_2798,instagram,#gaming,video,canada,4336522,340438,51068,2711,medium
Post_2799,twitter,#music,tweet,usa,3912292,422606,17064,4866,high
Post_2800,tiktok,#education,reel,canada,2097593,470212,25616,38553,low
Post_2801,instagram,#music,live stream,japan,1922920,346738,31025,28656,low
Post_2802,tiktok,#fashion,tweet,australia,1425733,248984,28436,18316,high
Post_2803,twitter,#music,live stream,usa,580864,103465,61418,35190,high
Post_2804,youtube,#dance,video,australia,1175324,386762,41178,14302,medium
Post_2805,twitter,#education,video,australia,3768701,155300,63361,36129,high
Post_2806,tiktok,#challenge,post,uk,4896941,498119,72555,17441,medium
Post_2807,instagram,#tech,live stream,uk,706597,69502,74826,29444,low
Post_2808,youtube,#viral,live stream,germany,2202632,334540,11889,34157,high
Post_2809,tiktok,#fashion,video,india,1921116,184294,14637,49378,low
Post_2810,youtube,#education,post,japan,1159351,420250,27287,11919,high
Post_2811,instagram,#challenge,reel,uk,4402298,311108,37588,11747,low
Post_2812,instagram,#fitness,shorts,usa,4421041,282996,32876,25568,medium
Post_2813,twitter,#gaming,tweet,canada,4695987,154844,98585,41625,high
Post_2814,tiktok,#comedy,post,canada,4052947,12513,92796,34676,medium
Post_2815,youtube,#viral,shorts,uk,2529356,62626,51604,9450,high
Post_2816,instagram,#dance,reel,canada,2608658,98810,82993,34706,high
Post_2817,youtube,#viral,tweet,usa,377017,45347,90037,7314,medium
Post_2818,youtube,#gaming,reel,canada,1197713,480028,4619,28503,high
Post_2819,youtube,#challenge,shorts,usa,685501,323225,86718,942,high
Post_2820,twitter,#fitness,reel,usa,4546322,274686,66066,11339,medium
Post_2821,tiktok,#fitness,reel,canada,4713541,333744,29836,35318,medium
Post_2822,instagram,#viral,video,australia,1060579,3040,27023,2492,medium
Post_2823,instagram,#comedy,live stream,usa,410897,318387,21785,34447,high
Post_2824,instagram,#education,shorts,germany,4726108,458831,19832,13777,high
Post_2825,youtube,#education,video,brazil,770800,35563,35816,14691,high
Post_2826,twitter,#comedy,video,usa,4533943,426510,48183,8972,medium
Post_2827,youtube,#fitness,video,germany,1270412,89497,4376,37047,high
Post_2828,tiktok,#comedy,reel,uk,1756485,100469,98551,12449,low
Post_2829,tiktok,#music,live stream,india,2829947,427028,21324,41946,medium
Post_2830,instagram,#fashion,live stream,uk,3243480,129261,28764,26090,high
Post_2831,instagram,#viral,post,germany,3735626,401542,46135,21504,medium
Post_2832,twitter,#comedy,shorts,germany,4498516,43442,4784,20611,high
Post_2833,twitter,#comedy,post,canada,1618175,479812,23146,21565,low
Post_2834,tiktok,#viral,live stream,india,4451895,37935,75953,5049,medium
Post_2835,twitter,#fashion,live stream,india,3418485,381998,46412,12524,high
Post_2836,instagram,#fashion,video,germany,4546358,102608,86881,9657,medium
Post_2837,instagram,#dance,video,brazil,1430779,315712,1000,5052,low
Post_2838,instagram,#challenge,reel,usa,228932,378052,98315,7270,high
Post_2839,instagram,#fashion,shorts,canada,965970,292954,63900,42310,medium
Post_2840,instagram,#gaming,post,germany,4926990,270638,91444,45562,high
Post_2841,tiktok,#gaming,shorts,india,669836,263122,65316,40965,medium
Post_2842,twitter,#fashion,reel,australia,2961889,127008,56377,5965,medium
Post_2843,youtube,#fitness,tweet,canada,4516859,6718,93371,39835,low
Post_2844,youtube,#tech,live stream,brazil,3707778,357641,98906,36604,medium
Post_2845,twitter,#fitness,shorts,australia,3611304,361772,97629,18007,high
Post_2846,tiktok,#music,reel,usa,3313871,187673,20108,13412,medium
Post_2847,tiktok,#education,reel,brazil,3999565,142354,67251,9930,high
Post_2848,youtube,#dance,shorts,usa,650479,96466,68604,9627,low
Post_2849,twitter,#viral,post,brazil,4365247,320273,13480,21042,high
Post_2850,instagram,#fitness,video,uk,202210,289749,57498,29545,high
Post_2851,twitter,#viral,live stream,uk,4066789,201905,49387,17566,high
Post_2852,youtube,#tech,video,australia,1189401,477715,32182,43920,low
Post_2853,tiktok,#challenge,post,usa,2750438,214384,71731,19226,medium
Post_2854,youtube,#viral,video,australia,540884,177369,13503,5565,high
Post_2855,instagram,#dance,shorts,germany,2100020,314357,71376,21215,high
Post_2856,tiktok,#comedy,live stream,india,952111,156942,6001,23683,medium
Post_2857,instagram,#viral,shorts,brazil,2337596,467029,77732,4729,low
Post_2858,youtube,#fashion,video,uk,1936713,220029,88576,32486,low
Post_2859,youtube,#comedy,post,brazil,1178485,168174,81549,41849,low
Post_2860,twitter,#challenge,live stream,uk,1738252,172464,4136,47211,medium
Post_2861,tiktok,#challenge,live stream,uk,1948873,480313,50464,32966,medium
Post_2862,instagram,#education,shorts,japan,4440766,432244,61567,31213,low
Post_2863,youtube,#fashion,reel,germany,1259577,417867,13002,27756,medium
Post_2864,tiktok,#dance,tweet,australia,4385439,312854,58495,30380,medium
Post_2865,instagram,#viral,reel,australia,1831119,491782,86681,48075,high
Post_2866,youtube,#music,live stream,japan,3899621,283580,75787,8200,low
Post_2867,twitter,#viral,video,uk,4426493,32332,47970,18676,high
Post_2868,youtube,#viral,video,brazil,2854666,173661,87934,21327,medium
Post_2869,instagram,#education,tweet,usa,2425779,288690,80963,22285,low
Post_2870,twitter,#fitness,reel,canada,1630820,161765,88321,21591,high
Post_2871,twitter,#comedy,tweet,usa,930160,202154,89158,36847,high
Post_2872,twitter,#viral,live stream,japan,2075933,83816,4897,15213,low
Post_2873,tiktok,#education,tweet,india,1871957,1256,81191,20129,medium
Post_2874,twitter,#dance,post,usa,486370,493571,78894,34860,low
Post_2875,instagram,#challenge,live stream,canada,701100,318884,45392,11881,medium
Post_2876,instagram,#tech,post,canada,4367832,28067,57644,1618,high
Post_2877,instagram,#comedy,reel,germany,3972959,32049,94677,6195,medium
Post_2878,instagram,#comedy,post,canada,4599775,330663,79218,13710,medium
Post_2879,youtube,#music,reel,india,2467372,384542,77706,4834,medium
Post_2880,twitter,#gaming,post,brazil,819788,22786,16574,2214,medium
Post_2881,youtube,#comedy,shorts,brazil,4515293,346046,73947,36662,low
Post_2882,youtube,#education,live stream,usa,4548049,300048,92372,25500,high
Post_2883,tiktok,#dance,reel,japan,3450680,369198,10798,15263,medium
Post_2884,tiktok,#music,reel,uk,2737221,436890,74251,15461,low
Post_2885,twitter,#comedy,post,australia,840340,454952,65380,23404,high
Post_2886,youtube,#education,live stream,germany,3510131,3548,81158,28556,high
Post_2887,instagram,#gaming,live stream,india,1531926,391683,51624,29359,medium
Post_2888,youtube,#comedy,tweet,australia,125076,301148,86551,48639,low
Post_2889,youtube,#education,reel,canada,598274,76122,62694,4891,high
Post_2890,twitter,#education,reel,india,464125,483645,8641,4652,medium
Post_2891,instagram,#challenge,shorts,germany,821533,342870,79554,16318,low
Post_2892,youtube,#fitness,post,australia,2519050,180932,12968,12148,low
Post_2893,youtube,#fitness,shorts,usa,3726359,101243,10095,43058,high
Post_2894,instagram,#fitness,tweet,brazil,3616113,50849,51541,5257,medium
Post_2895,twitter,#fitness,tweet,canada,1826580,272598,66186,46956,low
Post_2896,instagram,#viral,live stream,usa,670827,419802,52712,9940,low
Post_2897,tiktok,#gaming,shorts,germany,4925713,126438,93149,26192,medium
Post_2898,instagram,#tech,live stream,canada,4926887,377993,44337,34514,medium
Post_2899,instagram,#comedy,video,usa,2176834,489451,95563,19558,high
Post_2900,twitter,#music,post,canada,149357,282149,87637,35480,medium
Post_2901,youtube,#viral,video,germany,1494759,175825,6072,28977,high
Post_2902,tiktok,#comedy,tweet,canada,1862650,430821,70873,12179,medium
Post_2903,tiktok,#fashion,live stream,japan,2661370,341057,24053,21815,medium
Post_2904,instagram,#fashion,tweet,germany,3582719,222267,74127,44442,high
Post_2905,tiktok,#challenge,live stream,australia,750309,254612,13280,27574,medium
Post_2906,twitter,#tech,reel,brazil,1212616,284049,75797,20699,medium
Post_2907,youtube,#dance,tweet,india,916759,253924,68925,30788,low
Post_2908,instagram,#challenge,live stream,uk,4498056,491674,95872,47593,high
Post_2909,youtube,#viral,reel,australia,3323833,435817,85531,10295,medium
Post_2910,youtube,#music,shorts,india,2828967,490999,94153,16839,high
Post_2911,youtube,#comedy,post,canada,2162476,223044,6862,17678,high
Post_2912,twitter,#dance,reel,uk,2363818,203582,76418,3874,high
Post_2913,youtube,#gaming,video,japan,1619481,48034,68983,7422,high
Post_2914,tiktok,#challenge,reel,australia,4889698,335718,85215,14194,high
Post_2915,tiktok,#education,reel,usa,2506158,209749,55250,28441,medium
Post_2916,tiktok,#music,live stream,canada,3731215,85106,40033,6545,medium
Post_2917,tiktok,#viral,tweet,germany,731415,432608,183,19906,high
Post_2918,instagram,#challenge,shorts,canada,4050217,331829,65620,38905,medium
Post_2919,youtube,#fitness,tweet,brazil,253831,356415,95650,37240,low
Post_2920,youtube,#viral,post,japan,2190234,240911,81339,14835,low
Post_2921,youtube,#education,tweet,japan,3244574,246935,33822,36503,low
Post_2922,youtube,#fitness,shorts,canada,172032,61620,79754,2201,medium
Post_2923,twitter,#dance,video,brazil,4577055,10189,21707,32963,high
Post_2924,youtube,#fitness,shorts,australia,3437531,484792,65586,49621,medium
Post_2925,youtube,#dance,video,japan,2454688,386172,96666,10872,medium
Post_2926,tiktok,#gaming,tweet,india,3375757,368767,14499,46981,high
Post_2927,youtube,#gaming,video,canada,4214191,468817,17311,32853,medium
Post_2928,twitter,#tech,reel,germany,4937731,271763,20030,7030,medium
Post_2929,tiktok,#viral,live stream,germany,2360576,155459,19460,32963,low
Post_2930,instagram,#education,shorts,germany,2757834,276600,2866,32837,low
Post_2931,twitter,#education,tweet,india,2063181,239205,91849,32228,high
Post_2932,twitter,#music,reel,usa,3865376,447014,7792,24112,high
Post_2933,youtube,#music,live stream,brazil,1541499,475565,3796,18382,low
Post_2934,youtube,#comedy,live stream,usa,1344792,449897,18592,42691,high
Post_2935,instagram,#tech,live stream,germany,3184440,427144,76762,16306,high
Post_2936,youtube,#gaming,shorts,uk,288978,134592,30125,13424,medium
Post_2937,youtube,#comedy,shorts,japan,2525420,342345,97958,35913,low
Post_2938,twitter,#comedy,post,uk,4674026,14183,71809,4162,low
Post_2939,youtube,#tech,reel,brazil,3385451,448723,7234,43129,low
Post_2940,youtube,#fashion,video,germany,4480208,192047,40789,19329,high
Post_2941,youtube,#comedy,post,australia,836115,492019,57301,31743,high
Post_2942,instagram,#fitness,live stream,brazil,4116538,248427,78029,35739,medium
Post_2943,tiktok,#challenge,tweet,canada,1649017,231068,47895,22587,high
Post_2944,instagram,#education,tweet,brazil,3233439,234569,33026,19726,high
Post_2945,instagram,#fashion,video,usa,1745859,326923,67496,2336,high
Post_2946,youtube,#challenge,reel,brazil,4540861,63459,21936,36939,medium
Post_2947,twitter,#viral,post,usa,3368920,471654,86384,1266,medium
Post_2948,youtube,#viral,live stream,usa,779573,185117,41077,26964,high
Post_2949,instagram,#dance,post,india,4669272,368176,25124,26215,medium
Post_2950,twitter,#dance,tweet,india,920290,158850,294,20188,medium
Post_2951,tiktok,#tech,live stream,brazil,880025,262765,56763,25619,low
Post_2952,twitter,#fashion,live stream,usa,1876032,167583,51085,16692,low
Post_2953,youtube,#tech,live stream,canada,4695675,332129,80070,7343,medium
Post_2954,instagram,#education,post,australia,3909608,328265,91682,28567,high
Post_2955,instagram,#viral,video,india,84988,3961,66175,7174,low
Post_2956,tiktok,#fashion,shorts,australia,4503451,199050,10299,7649,medium
Post_2957,instagram,#dance,reel,usa,3869119,243254,45272,41026,medium
Post_2958,tiktok,#fitness,tweet,japan,22280,294546,89803,22578,medium
Post_2959,instagram,#fashion,live stream,japan,2510654,222047,42335,18710,low
Post_2960,tiktok,#music,post,usa,1004040,474058,29602,28975,high
Post_2961,twitter,#viral,video,usa,281947,466399,94427,35399,low
Post_2962,twitter,#gaming,post,canada,435189,338107,45878,11224,low
Post_2963,tiktok,#comedy,video,canada,4059525,396471,82515,13107,low
Post_2964,instagram,#fashion,tweet,usa,1454497,198979,27467,43108,high
Post_2965,instagram,#gaming,video,uk,4636106,119192,74078,46366,low
Post_2966,instagram,#fashion,live stream,brazil,1418093,167927,21604,23507,high
Post_2967,twitter,#tech,tweet,japan,4089138,395765,32976,3225,low
Post_2968,tiktok,#education,post,uk,1467996,218173,15234,44846,low
Post_2969,twitter,#dance,tweet,germany,2628041,30963,1657,17698,medium
Post_2970,youtube,#music,tweet,brazil,1552233,8830,83151,28302,low
Post_2971,instagram,#fitness,video,australia,2698643,357079,83343,41222,medium
Post_2972,youtube,#viral,video,india,2386519,206625,35508,43076,high
Post_2973,tiktok,#comedy,video,japan,1621403,210894,49146,22589,low
Post_2974,youtube,#education,post,germany,528698,448340,21317,3213,medium
Post_2975,twitter,#fashion,shorts,germany,1207774,326768,80608,35699,medium
Post_2976,twitter,#comedy,reel,canada,1748704,64651,65798,26367,high
Post_2977,twitter,#education,live stream,japan,3673029,40060,45803,25257,medium
Post_2978,youtube,#dance,tweet,japan,4938141,92946,14800,6497,high
Post_2979,youtube,#challenge,shorts,germany,1211152,26691,74034,16591,high
Post_2980,tiktok,#viral,live stream,canada,3915590,342524,23634,27590,medium
Post_2981,youtube,#tech,post,australia,1074531,215231,90702,6476,medium
Post_2982,tiktok,#comedy,video,australia,1195064,196870,16363,33596,medium
Post_2983,tiktok,#education,reel,uk,3703086,451922,16393,32841,medium
Post_2984,youtube,#fashion,shorts,brazil,1649020,404652,18178,37529,high
Post_2985,youtube,#gaming,video,brazil,2047545,362973,56321,474,low
Post_2986,tiktok,#fitness,post,australia,4222799,5510,2998,32953,low
Post_2987,twitter,#fitness,post,usa,4150659,289961,32494,9385,medium
Post_2988,tiktok,#dance,video,india,3541385,349668,34580,17972,medium
Post_2989,youtube,#music,tweet,germany,4420121,192344,32142,36860,medium
Post_2990,instagram,#gaming,reel,australia,4401295,150497,53808,43102,low
Post_2991,tiktok,#gaming,post,canada,2990444,150822,61460,24688,high
Post_2992,instagram,#fitness,shorts,uk,4023553,138648,78164,47562,low
Post_2993,youtube,#fitness,live stream,canada,1326359,153912,62816,20351,low
Post_2994,tiktok,#education,live stream,uk,3133284,395779,63400,32300,low
Post_2995,twitter,#music,shorts,australia,4216827,464621,48974,29661,high
Post_2996,twitter,#music,video,australia,2594911,439273,14531,8322,medium
Post_2997,tiktok,#gaming,video,brazil,3279951,235134,43167,5780,high
Post_2998,youtube,#challenge,tweet,germany,4755094,321396,15678,49589,low
Post_2999,tiktok,#tech,tweet,uk,3741009,313649,63218,9632,high
Post_3000,youtube,#education,live stream,germany,3658157,356529,10550,28308,medium
Post_3001,youtube,#dance,video,australia,225818,233282,45288,40116,medium
Post_3002,twitter,#dance,shorts,australia,1691281,45464,43042,36876,high
Post_3003,twitter,#fashion,video,australia,328068,11779,42054,41258,high
Post_3004,twitter,#gaming,reel,japan,1173472,370672,58476,17196,medium
Post_3005,twitter,#comedy,live stream,uk,3707766,27405,61214,23381,low
Post_3006,twitter,#challenge,live stream,japan,2195772,296432,51318,10227,high
Post_3007,youtube,#fashion,video,uk,2812765,306990,16758,13945,medium
Post_3008,youtube,#tech,video,usa,1396240,453311,31644,20317,high
Post_3009,tiktok,#viral,post,uk,4620055,271977,90199,34506,high
Post_3010,twitter,#education,tweet,usa,698996,230272,90423,36387,low
Post_3011,instagram,#fitness,tweet,germany,4574811,234031,61405,24447,low
Post_3012,twitter,#viral,reel,india,2098847,427488,31324,38758,high
Post_3013,twitter,#tech,live stream,uk,703331,175184,57753,39627,medium
Post_3014,youtube,#education,shorts,japan,4545018,465681,20909,13975,low
Post_3015,twitter,#gaming,tweet,canada,1864193,357294,54233,8180,low
Post_3016,tiktok,#gaming,live stream,uk,3808549,100605,35524,44184,low
Post_3017,twitter,#fashion,tweet,uk,1072473,485342,96891,40353,medium
Post_3018,youtube,#comedy,post,uk,2036999,123731,75519,9408,high
Post_3019,twitter,#fashion,tweet,usa,2416660,54359,30217,3033,high
Post_3020,youtube,#tech,post,canada,1483411,498539,58353,5140,high
Post_3021,instagram,#comedy,video,india,757452,53035,57545,36097,high
Post_3022,youtube,#music,reel,india,414396,155674,22830,45570,medium
Post_3023,tiktok,#challenge,shorts,germany,2526800,324376,16252,9755,low
Post_3024,twitter,#dance,post,usa,3697978,69386,12584,32219,low
Post_3025,instagram,#tech,tweet,germany,3246752,341196,98173,49438,medium
Post_3026,instagram,#gaming,tweet,australia,1084541,476378,7727,23253,high
Post_3027,instagram,#comedy,live stream,germany,1576922,260556,5576,916,high
Post_3028,youtube,#music,post,japan,4162373,84336,91289,22422,low
Post_3029,tiktok,#challenge,post,usa,3014494,177444,23497,31261,low
Post_3030,tiktok,#gaming,shorts,australia,3602760,403164,38202,21785,medium
Post_3031,instagram,#education,live stream,canada,1889280,209379,52856,26935,medium
Post_3032,youtube,#music,tweet,germany,3072862,437084,60056,5332,medium
Post_3033,youtube,#challenge,reel,canada,3479279,153027,85441,848,medium
Post_3034,instagram,#viral,post,india,4032339,447185,95082,4553,low
Post_3035,tiktok,#dance,video,usa,3249902,319481,63705,49236,high
Post_3036,twitter,#tech,reel,australia,2198492,214761,49390,30920,high
Post_3037,twitter,#gaming,shorts,usa,2428330,361844,85813,1552,high
Post_3038,tiktok,#gaming,video,japan,3687223,181751,62834,14368,medium
Post_3039,instagram,#fitness,video,usa,2327036,61250,78025,36566,low
Post_3040,instagram,#viral,reel,australia,939246,57670,81461,29497,medium
Post_3041,instagram,#comedy,video,canada,1731012,250378,88088,45704,medium
Post_3042,youtube,#viral,tweet,india,460366,243442,29282,7463,high
Post_3043,youtube,#gaming,tweet,japan,1027066,325786,49107,28849,medium
Post_3044,tiktok,#tech,tweet,canada,1648229,1939,18355,36490,low
Post_3045,twitter,#fashion,reel,canada,3514426,322029,93337,27289,high
Post_3046,tiktok,#dance,tweet,usa,4075333,483730,5918,19302,medium
Post_3047,tiktok,#education,live stream,germany,3849113,271549,55550,30444,high
Post_3048,youtube,#gaming,tweet,uk,2738867,453411,27052,32698,low
Post_3049,youtube,#fashion,shorts,uk,1358058,39790,54189,14767,high
Post_3050,tiktok,#gaming,reel,uk,4427514,209500,54813,398,medium
Post_3051,instagram,#challenge,live stream,usa,3068331,454979,20223,17128,high
Post_3052,instagram,#music,tweet,canada,2528462,245856,95659,33681,high
Post_3053,instagram,#comedy,post,canada,1119674,109989,80729,8816,medium
Post_3054,youtube,#fitness,live stream,canada,4671503,354700,68406,4501,low
Post_3055,tiktok,#comedy,shorts,germany,2054982,281275,53337,48762,medium
Post_3056,twitter,#challenge,post,australia,730053,338775,6525,41951,low
Post_3057,youtube,#fitness,shorts,usa,2413529,336934,57434,10139,low
Post_3058,youtube,#dance,video,germany,391207,313055,24804,6375,low
Post_3059,tiktok,#challenge,reel,india,784742,282053,19133,30108,high
Post_3060,twitter,#tech,video,germany,50092,58484,34868,16745,medium
Post_3061,instagram,#challenge,video,brazil,277130,233783,85182,8036,low
Post_3062,twitter,#education,reel,japan,2565436,477983,33017,27356,medium
Post_3063,instagram,#fashion,shorts,india,1592224,151107,21352,42997,medium
Post_3064,twitter,#music,tweet,brazil,4866287,110197,97705,47593,low
Post_3065,twitter,#viral,post,canada,2403864,196768,43069,37243,low
Post_3066,twitter,#music,live stream,uk,30878,356573,37472,25202,medium
Post_3067,tiktok,#comedy,video,japan,170439,237078,45468,45149,medium
Post_3068,tiktok,#tech,reel,india,1720905,218906,90499,10677,high
Post_3069,instagram,#music,reel,brazil,961891,487176,12329,34064,low
Post_3070,tiktok,#fitness,shorts,usa,2597115,209479,59884,29309,high
Post_3071,youtube,#challenge,post,uk,1817777,305112,68771,27995,low
Post_3072,tiktok,#comedy,post,germany,3736164,272497,47905,28553,low
Post_3073,youtube,#education,shorts,australia,1690004,87806,17483,2879,high
Post_3074,youtube,#challenge,tweet,uk,4217473,315841,98963,2655,medium
Post_3075,tiktok,#comedy,reel,india,2283129,127849,30815,17515,medium
Post_3076,youtube,#gaming,video,australia,2488678,87494,30237,19414,low
Post_3077,youtube,#fashion,video,germany,3340718,351694,14602,17845,medium
Post_3078,twitter,#comedy,live stream,uk,3827263,322588,41822,15238,low
Post_3079,youtube,#fitness,live stream,india,3874541,325908,68520,3286,low
Post_3080,youtube,#dance,live stream,india,4659825,163124,24416,5516,low
Post_3081,tiktok,#tech,video,australia,2056875,483813,54265,10201,low
Post_3082,tiktok,#challenge,live stream,japan,1729099,214293,85464,23680,high
Post_3083,youtube,#gaming,post,india,704858,426448,3515,6655,high
Post_3084,instagram,#tech,shorts,germany,4843527,125726,6638,10865,high
Post_3085,twitter,#tech,shorts,japan,2601129,443899,62686,24835,high
Post_3086,twitter,#challenge,post,australia,3655039,320457,90568,40721,low
Post_3087,twitter,#education,live stream,india,3086921,424972,73584,48752,medium
Post_3088,youtube,#fitness,post,germany,2307451,383944,11945,11701,low
Post_3089,instagram,#tech,tweet,canada,3652853,316401,92501,7383,low
Post_3090,instagram,#fitness,post,brazil,4548249,326779,68925,15219,medium
Post_3091,instagram,#challenge,shorts,brazil,806577,50620,69364,17406,medium
Post_3092,youtube,#comedy,tweet,uk,3364887,358232,54348,46144,low
Post_3093,tiktok,#tech,post,australia,921025,77092,85563,8320,high
Post_3094,instagram,#music,live stream,usa,2511024,62511,61932,3768,high
Post_3095,tiktok,#dance,post,australia,1428353,369192,36890,39957,medium
Post_3096,youtube,#comedy,reel,brazil,631719,156255,51939,12258,low
Post_3097,instagram,#tech,video,germany,3837949,316369,65626,27325,medium
Post_3098,tiktok,#comedy,post,usa,4632365,54486,64779,31302,high
Post_3099,tiktok,#tech,shorts,usa,3651573,413842,15494,39353,low
Post_3100,youtube,#education,tweet,canada,774578,311832,3147,24107,low
Post_3101,tiktok,#comedy,video,canada,660799,409848,69179,3207,medium
Post_3102,instagram,#dance,live stream,canada,156951,408508,7362,30622,medium
Post_3103,instagram,#fitness,live stream,uk,3159453,460909,52610,20708,medium
Post_3104,youtube,#comedy,live stream,germany,1873915,167714,51035,35133,high
Post_3105,youtube,#education,shorts,canada,4702260,323545,45684,349,high
Post_3106,twitter,#gaming,post,japan,2696076,362958,35443,119,low
Post_3107,instagram,#fitness,tweet,usa,1659996,78744,84042,26271,medium
Post_3108,tiktok,#music,video,india,244108,178981,59828,38033,high
Post_3109,twitter,#challenge,live stream,brazil,2883752,89502,34959,36742,medium
Post_3110,twitter,#gaming,shorts,germany,4881343,357046,19469,1895,low
Post_3111,instagram,#music,reel,australia,3133920,214076,33445,23364,high
Post_3112,youtube,#gaming,tweet,brazil,120859,67805,15753,43999,high
Post_3113,instagram,#education,tweet,brazil,4099154,220498,25835,8876,high
Post_3114,tiktok,#music,reel,usa,204127,148559,99873,30671,medium
Post_3115,tiktok,#gaming,shorts,japan,145648,281353,78187,26268,low
Post_3116,tiktok,#dance,post,usa,2595241,216875,43249,18265,high
Post_3117,tiktok,#education,shorts,australia,2285478,448515,41351,13176,medium
Post_3118,youtube,#education,tweet,canada,4948346,102881,79443,33466,medium
Post_3119,instagram,#fashion,live stream,australia,4588344,458754,69225,2083,medium
Post_3120,tiktok,#education,live stream,brazil,3053446,220668,9671,40811,medium
Post_3121,tiktok,#fashion,live stream,germany,1730197,376526,25378,36469,medium
Post_3122,youtube,#viral,post,usa,4221571,230408,7039,37994,medium
Post_3123,youtube,#music,tweet,uk,3762415,245867,62399,19589,low
Post_3124,tiktok,#education,post,uk,4646868,359508,120,34944,medium
Post_3125,instagram,#fashion,reel,japan,2202961,39829,39612,33557,low
Post_3126,tiktok,#viral,video,canada,1877441,110030,2062,22105,high
Post_3127,instagram,#tech,live stream,uk,2316030,473612,67470,39461,low
Post_3128,tiktok,#viral,reel,germany,994627,274119,14486,14662,medium
Post_3129,tiktok,#music,video,japan,4096259,355421,35317,8773,medium
Post_3130,youtube,#fashion,live stream,canada,4485690,428585,35124,26006,medium
Post_3131,tiktok,#comedy,live stream,brazil,4129059,10779,49769,49608,low
Post_3132,twitter,#fashion,live stream,germany,695143,445169,82700,22347,medium
Post_3133,tiktok,#dance,reel,brazil,3830713,309847,47878,25793,high
Post_3134,tiktok,#fitness,shorts,germany,2973845,499922,38576,19020,high
Post_3135,twitter,#fitness,reel,canada,4718747,76519,2851,10195,high
Post_3136,tiktok,#challenge,live stream,australia,1108583,156718,15931,27325,high
Post_3137,youtube,#dance,shorts,canada,2664292,168521,48709,898,medium
Post_3138,tiktok,#challenge,reel,brazil,4440291,236499,38230,42230,low
Post_3139,tiktok,#challenge,post,japan,3096154,157721,32538,35012,high
Post_3140,instagram,#tech,live stream,uk,1800642,446765,97999,9762,low
Post_3141,tiktok,#viral,shorts,brazil,1546442,244895,62161,17635,medium
Post_3142,twitter,#dance,post,india,3684565,82773,32745,7069,high
Post_3143,tiktok,#gaming,reel,canada,2836188,36484,53999,3938,low
Post_3144,twitter,#challenge,video,brazil,1927040,160622,93396,5725,low
Post_3145,twitter,#education,post,germany,2710942,161337,11653,28138,medium
Post_3146,tiktok,#fitness,tweet,japan,1428672,39949,70314,15133,low
Post_3147,twitter,#tech,live stream,japan,171187,222198,53766,33555,high
Post_3148,tiktok,#education,post,brazil,2400993,149169,86258,22586,low
Post_3149,youtube,#fashion,shorts,usa,683404,125632,69396,42246,high
Post_3150,youtube,#dance,reel,uk,1084845,236291,48695,20230,low
Post_3151,tiktok,#fashion,post,germany,785441,251319,90801,45639,high
Post_3152,instagram,#fitness,shorts,japan,2088618,33474,31406,37790,low
Post_3153,youtube,#fitness,reel,australia,1877888,358995,39781,6260,medium
Post_3154,youtube,#viral,reel,brazil,2518128,77170,26752,2951,medium
Post_3155,youtube,#tech,post,brazil,2056076,481020,94615,25181,medium
Post_3156,youtube,#tech,tweet,brazil,535121,205652,74668,45507,medium
Post_3157,tiktok,#fashion,tweet,india,3881244,322762,69154,45772,low
Post_3158,youtube,#gaming,post,usa,4498572,449425,54623,35583,high
Post_3159,instagram,#fashion,video,germany,3008256,49571,4667,7419,high
Post_3160,youtube,#gaming,reel,brazil,1987787,41192,4687,26107,low
