Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_Score
Instagram,#Education,Live Stream,Brazil,2262056,291846,30805,8381,Medium,0.1772825252778888
YouTube,#Gaming,Reel,Germany,1186234,144971,1008,34541,Medium,0.18299677803873435
Instagram,#Dance,Video,India,329482,463165,31309,31828,High,1.8840118731827535
Twitter,#Fashion,Live Stream,Australia,3154154,51824,6624,33785,Low,0.04415320241180361
Twitter,#Education,Post,Japan,4996111,392899,9476,237,Low,0.08442586643891618
Instagram,#Fitness,Reel,USA,1701876,310183,78161,41590,Medium,0.36891406894509354
Instagram,#Fitness,Reel,USA,142287,488840,88711,41354,High,5.8872630668999975
TikTok,#Music,Tweet,Brazil,570572,194018,31840,38584,High,0.6426989056595838
YouTube,#Dance,Shorts,Australia,3823016,339895,79041,43901,Medium,0.173899350669733
YouTube,#Music,Video,USA,4567760,463413,32735,22516,Medium,0.13281126854300576
YouTube,#Dance,Live Stream,Australia,1080580,147375,99235,11219,High,0.43265468544670455
TikTok,#Education,Shorts,Canada,4341647,156740,34892,8881,Low,0.06430232582243559
Instagram,#Education,Tweet,Brazil,1680761,17011,75940,20745,Medium,0.17035200126609315
Instagram,#Education,Post,Japan,3759036,49515,94487,19525,Low,0.09896845893468431
Instagram,#Comedy,Tweet,Germany,4990567,196104,40750,15936,Low,0.07017759705460322
Twitter,#Comedy,Video,India,3878035,348866,80120,34139,Medium,0.169545659077342
YouTube,#Challenge,Live Stream,Japan,2655487,236695,22847,47938,Medium,0.15105025933096264
YouTube,#Dance,Tweet,Canada,4658092,187743,97119,10070,Low,0.10717692995329418
Twitter,#Fitness,Video,Canada,559570,479352,39884,22495,High,1.1508729917615312
TikTok,#Fashion,Video,Brazil,36380,191250,49211,34693,High,11.222347443650357
TikTok,#Viral,Video,USA,3514325,72881,13919,31645,Low,0.05062935272065048
TikTok,#Gaming,Reel,UK,4254334,441095,11321,4039,Low,0.11356325102824555
YouTube,#Challenge,Post,Canada,1700594,333525,46048,33160,Medium,0.31635357998440544
YouTube,#Music,Reel,Australia,1019069,306484,74925,38141,High,0.5961725849770723
YouTube,#Challenge,Reel,Germany,345799,273374,75861,44327,High,1.7050685513838963
Instagram,#Comedy,Tweet,Canada,895082,165876,33670,43357,High,0.3950476045770108
TikTok,#Education,Live Stream,India,468457,278112,72079,5499,High,1.078747889347368
YouTube,#Tech,Live Stream,Germany,4999077,490971,6444,16296,Low,0.10859904738414711
Twitter,#Comedy,Shorts,USA,4735015,459475,93656,26336,Medium,0.16749999736009283
YouTube,#Gaming,Reel,Japan,3938926,246185,99069,45377,Medium,0.16099464676411793
TikTok,#Music,Live Stream,USA,204921,127363,83720,40404,High,2.2415028230391223
Twitter,#Education,Post,Canada,164682,366089,73679,36494,High,4.008416220351951
Instagram,#Challenge,Video,USA,3223017,409378,89525,29071,Medium,0.22838694304125606
Twitter,#Viral,Reel,Canada,185319,131508,70124,10358,High,1.9566045575467168
Twitter,#Tech,Post,Brazil,69325,235226,34520,49751,High,6.322221420843851
TikTok,#Viral,Video,India,1117579,243650,99520,20065,High,0.5210727832215888
Instagram,#Fitness,Reel,Canada,4144067,133720,86090,44322,Medium,0.11598123292890776
Twitter,#Gaming,Tweet,Australia,4059731,426920,24990,34937,Medium,0.14083790280686084
TikTok,#Comedy,Post,India,95396,279129,37417,25488,High,4.637049771478888
TikTok,#Gaming,Reel,Canada,3606397,21765,44898,25802,Low,0.05769276094672883
Instagram,#Education,Shorts,Brazil,3997068,292005,85139,5723,Medium,0.13981948768447272
TikTok,#Viral,Live Stream,Brazil,2815065,428338,96688,9583,Medium,0.26200744920632385
YouTube,#Fitness,Reel,Japan,929026,60319,15982,2578,Medium,0.12208592655103302
TikTok,#Viral,Shorts,UK,717380,238324,14383,30798,High,0.47822492960495133
TikTok,#Viral,Shorts,Germany,4243476,160022,73527,9324,Low,0.09408583906212736
Instagram,#Fitness,Shorts,Japan,2287664,205770,47154,11030,Medium,0.1614275522978899
Twitter,#Dance,Post,Brazil,3459809,160850,77013,43812,Medium,0.13859522303109795
TikTok,#Fashion,Post,Germany,4536297,387809,76516,17176,Medium,0.14366541696895066
TikTok,#Tech,Tweet,Australia,852564,390933,8960,23869,High,0.5460598852402869
YouTube,#Dance,Post,UK,4841341,357249,91745,20572,Medium,0.13914078764540652
TikTok,#Music,Post,Japan,2905718,324095,73361,37029,Medium,0.2127653130826873
YouTube,#Gaming,Shorts,UK,2035800,330602,78450,32908,Medium,0.3103291089497986
TikTok,#Viral,Live Stream,USA,3102190,192002,40911,3390,Low,0.10364129856649658
Twitter,#Viral,Post,India,336179,268506,44773,15742,High,1.2918980662087758
YouTube,#Education,Reel,India,1436013,394721,27620,4864,Medium,0.33934859921184557
TikTok,#Challenge,Shorts,Australia,2484617,291379,87937,19854,Medium,0.23943247591077418
TikTok,#Education,Tweet,Brazil,3453424,279506,30204,25911,Medium,0.12218018986374103
Instagram,#Fashion,Video,Germany,172200,480028,66136,20523,High,4.178176538908247
Twitter,#Challenge,Video,Brazil,1695407,499065,98572,16630,High,0.4884024897856385
TikTok,#Education,Video,Japan,2050045,22490,29109,881,Low,0.05442758573592287
Instagram,#Gaming,Video,Canada,4828592,471991,21120,11961,Medium,0.11582527577397303
YouTube,#Tech,Live Stream,Australia,1249895,111529,10973,36891,Medium,0.1745986662879682
TikTok,#Fashion,Post,UK,2448575,223486,29403,39483,Medium,0.1595462667061454
YouTube,#Gaming,Post,USA,493548,76378,67586,45093,High,0.748300064026194
Twitter,#Education,Live Stream,Brazil,1435388,66738,40540,12303,Medium,0.14836685272553485
Instagram,#Fashion,Live Stream,USA,4257118,186429,23604,19658,Low,0.06966144701650272
YouTube,#Comedy,Tweet,Canada,3491749,88660,76249,22573,Low,0.10383134641121111
Instagram,#Fashion,Shorts,USA,123286,34636,6143,15414,High,0.6804746686566195
Twitter,#Comedy,Shorts,Canada,1704720,348558,73574,10733,Medium,0.3465355014313201
Twitter,#Gaming,Reel,India,2543309,40011,54069,9368,Low,0.08687658479563434
Instagram,#Dance,Live Stream,Canada,2552873,342534,85291,24004,Medium,0.25321079426982857
Twitter,#Fashion,Post,USA,811936,44802,35448,32099,Medium,0.2652228747093367
YouTube,#Comedy,Video,Germany,116734,384391,60921,39945,High,5.542892387821886
Twitter,#Education,Post,Japan,1819191,352415,83445,48547,High,0.3847006718920663
YouTube,#Challenge,Post,USA,8982,353646,77267,39542,High,73.98474727232242
Twitter,#Gaming,Post,UK,4286813,286139,99445,10512,Medium,0.14124665573235876
Instagram,#Music,Reel,Japan,3073979,274163,78633,27860,Medium,0.18405525867287967
TikTok,#Fitness,Video,Japan,2105915,206288,56382,33816,Medium,0.21039120762233993
YouTube,#Music,Reel,Brazil,4421670,360176,29475,39282,Medium,0.11922305373309179
Instagram,#Tech,Tweet,Germany,939952,64597,3267,48732,Medium,0.18284125146816008
Instagram,#Gaming,Shorts,Brazil,3697216,209784,41633,19831,Low,0.10125050849071301
Instagram,#Challenge,Live Stream,Japan,3339645,423737,51231,19571,Medium,0.18462201820852217
Twitter,#Gaming,Tweet,Brazil,764438,337969,65215,38876,High,0.7997587770362018
Instagram,#Education,Tweet,India,921280,387296,3602,17054,High,0.46914076068079197
TikTok,#Tech,Video,Canada,2250089,115248,20570,36323,Low,0.11093072318472735
Twitter,#Viral,Tweet,India,2705979,443040,73168,26742,Medium,0.2646095923139093
TikTok,#Comedy,Video,UK,472157,347400,81972,908,High,1.2604536203000274
TikTok,#Tech,Post,USA,164014,242962,69777,28769,High,3.108460253393003
Twitter,#Comedy,Tweet,Germany,2458815,13248,84534,32533,Medium,0.13499022903309113
Instagram,#Gaming,Reel,Germany,2513698,158723,61512,17584,Medium,0.1505459287472083
YouTube,#Fitness,Reel,Australia,1966190,364036,10977,10251,Medium,0.21232383442088507
TikTok,#Viral,Live Stream,Germany,1881796,29670,80020,1132,Medium,0.14453957814768445
Instagram,#Comedy,Shorts,India,1691423,152626,11980,49620,Medium,0.17015613480483593
TikTok,#Fitness,Shorts,Australia,202888,369105,67944,49302,High,3.309909901029139
Twitter,#Tech,Reel,Australia,1495014,457417,92142,3572,High,0.4956388368269461
Twitter,#Education,Live Stream,Australia,503484,324674,53727,34736,High,1.1029685153847988
YouTube,#Dance,Live Stream,Germany,1765030,374462,98165,42776,High,0.4274765868002244
Twitter,#Fashion,Live Stream,USA,1044593,44066,31707,10987,Medium,0.15428114107599802
Instagram,#Fitness,Shorts,Canada,3583230,21976,19513,33330,Low,0.041073277461954716
YouTube,#Dance,Live Stream,India,2586294,43890,99333,48975,Medium,0.17006535219893795
TikTok,#Comedy,Shorts,Australia,3835467,139347,80196,18716,Low,0.10881777890410738
Instagram,#Dance,Live Stream,Brazil,2619842,462407,20536,35579,Medium,0.227178967281233
Instagram,#Viral,Shorts,UK,2126536,193598,42420,29174,Medium,0.17832098774720956
YouTube,#Comedy,Shorts,Australia,3893630,149567,65051,9178,Low,0.0932487164933494
YouTube,#Music,Tweet,Brazil,4667810,458201,6638,45579,Medium,0.12195719191655187
TikTok,#Gaming,Live Stream,Brazil,168039,248372,76006,17287,High,3.040746493373562
Twitter,#Comedy,Post,India,3638397,450082,73662,9308,Medium,0.1895571044061437
Twitter,#Education,Tweet,Japan,4355093,419656,83750,6972,Medium,0.15725266946078992
Twitter,#Gaming,Shorts,UK,2193984,469335,14834,25029,Medium,0.25701873851404566
Twitter,#Viral,Tweet,Germany,3464955,224821,63786,9555,Medium,0.12562616253313535
TikTok,#Viral,Tweet,Germany,1886018,21258,26419,39514,Low,0.09519686450500472
Instagram,#Tech,Video,India,1121577,171196,50556,19092,Medium,0.32191102349638057
YouTube,#Education,Live Stream,India,1618622,30778,25340,46218,Medium,0.12308865195209258
Twitter,#Comedy,Shorts,Japan,2910127,458172,9766,37075,Medium,0.19298814106738296
YouTube,#Tech,Video,Japan,2736776,192088,21628,43049,Medium,0.12535552781813344
TikTok,#Viral,Reel,Canada,2148077,443339,88317,12054,Medium,0.3409551892227327
YouTube,#Viral,Post,UK,2820538,368126,49957,34325,Medium,0.20799117047882354
YouTube,#Music,Reel,India,1683188,12857,67163,35020,Medium,0.168956765376179
TikTok,#Gaming,Shorts,Germany,3154277,2037,40597,1561,Low,0.04024694089961028
TikTok,#Education,Post,Canada,1497125,92835,28862,26779,Medium,0.15561760040076814
YouTube,#Fashion,Post,Australia,189735,353334,84368,36316,High,3.5790444567422983
Instagram,#Gaming,Video,Australia,3576712,403450,97590,31542,Medium,0.21229106508994852
Twitter,#Challenge,Reel,Australia,2487998,453538,89408,18733,Medium,0.3051561938554613
TikTok,#Music,Reel,Brazil,569180,209463,31428,22627,High,0.6131645525141431
Twitter,#Education,Live Stream,Japan,2192147,229151,866,38879,Medium,0.14118898048351686
YouTube,#Viral,Post,USA,3093369,25610,14721,32826,Low,0.043779128839786005
Instagram,#Challenge,Video,Brazil,4777385,385660,33183,36910,Medium,0.11701568954564055
YouTube,#Fashion,Reel,UK,962435,63655,59077,41603,Medium,0.3367417020370207
Twitter,#Tech,Shorts,India,4534181,203286,71736,17073,Low,0.09982839238221854
YouTube,#Fashion,Live Stream,Japan,730087,3824,15633,34603,Medium,0.16426672437668388
Twitter,#Challenge,Reel,India,4082324,256226,63193,18181,Medium,0.11811090937417021
YouTube,#Tech,Tweet,UK,4154463,105892,47232,43534,Low,0.08055337115771641
TikTok,#Viral,Live Stream,UK,3007477,237285,68950,21390,Medium,0.1619014875259229
Instagram,#Fashion,Reel,Canada,2711659,266006,6741,40856,Medium,0.13568852130743578
TikTok,#Education,Live Stream,India,1876306,149927,65747,27923,Medium,0.2147911907759182
Twitter,#Viral,Reel,UK,71277,187205,13956,34407,High,4.179286445838068
Instagram,#Fitness,Tweet,Brazil,12365,150585,22791,10537,High,19.412211888394662
TikTok,#Education,Reel,India,4166729,213917,75721,46135,Medium,0.12800208508880706
TikTok,#Dance,Video,Brazil,2877171,194774,63518,679,Medium,0.13439799024805965
TikTok,#Fitness,Post,Brazil,2274614,97171,35263,30958,Medium,0.11644876889001826
YouTube,#Music,Reel,USA,4503399,493775,72985,44144,Medium,0.17786964912502756
Instagram,#Tech,Post,Australia,3535094,277346,18702,27624,Low,0.10995464335601826
YouTube,#Education,Shorts,Brazil,737845,258734,17484,7028,High,0.44079989699733685
Twitter,#Comedy,Video,India,435830,288717,492,10374,High,0.7134456095266503
TikTok,#Fitness,Video,Brazil,2693423,222683,32845,15899,Medium,0.131065933572261
Instagram,#Challenge,Live Stream,UK,4621169,273643,43438,18369,Low,0.09536439805598973
Twitter,#Comedy,Video,Japan,4185185,11304,89974,12613,Low,0.07322304748774547
Instagram,#Music,Live Stream,UK,1170696,429372,49207,49136,High,0.576806446763293
TikTok,#Gaming,Video,USA,1215490,112430,80565,2738,Medium,0.2958485878123226
Twitter,#Music,Tweet,Japan,3218850,182607,48640,15068,Low,0.11142581978035634
TikTok,#Fitness,Post,Germany,2206465,108422,93547,6106,Medium,0.18186329717443966
YouTube,#Comedy,Shorts,UK,1145845,286985,22315,26378,Medium,0.3549223498815285
YouTube,#Challenge,Tweet,India,1033019,459345,67564,42749,High,0.7236410946942893
TikTok,#Viral,Post,Germany,2416729,370531,45676,35700,Medium,0.23956306230446195
Twitter,#Gaming,Tweet,USA,1942872,108781,71823,49737,Medium,0.21809156753507178
YouTube,#Comedy,Post,India,4713381,439146,82572,17212,Medium,0.15302942834453653
TikTok,#Fashion,Video,Germany,2194817,62191,83327,16736,Medium,0.15748192218303395
Instagram,#Challenge,Tweet,India,1150787,65081,31527,30435,Medium,0.19163581097110063
YouTube,#Education,Reel,Australia,3865208,392633,38093,35867,Medium,0.14970630299844148
Twitter,#Challenge,Reel,Australia,2680307,263946,18402,30996,Medium,0.1422016209337214
Twitter,#Viral,Live Stream,UK,1332493,308312,80258,33772,High,0.4627641571100186
Instagram,#Gaming,Live Stream,Brazil,4312788,124275,98380,8457,Low,0.10117098266828789
TikTok,#Fitness,Post,Japan,2723438,27284,56796,28506,Low,0.09351562253298955
Twitter,#Comedy,Reel,Brazil,58002,227583,4238,44828,High,5.688648667287335
Twitter,#Comedy,Video,Canada,4925883,316798,20215,12908,Low,0.08186532242036605
YouTube,#Education,Video,Brazil,131069,228706,29198,32033,High,2.902028702439173
Instagram,#Dance,Shorts,Canada,3529950,52867,17076,23240,Low,0.04265641156390317
TikTok,#Comedy,Live Stream,Australia,4274328,51628,65728,40477,Low,0.07715037311128205
Instagram,#Music,Reel,Canada,2564894,135335,28533,7583,Low,0.09205058766561114
YouTube,#Comedy,Reel,Brazil,2316873,378566,70870,21370,Medium,0.2736084368888584
YouTube,#Gaming,Tweet,UK,2889436,3090,98325,6440,Low,0.10761442717540724
Instagram,#Fitness,Reel,Japan,731621,11172,59313,35492,Medium,0.35550510441881794
YouTube,#Fitness,Tweet,Brazil,4992676,208217,31640,7211,Low,0.06360496855794368
Twitter,#Education,Shorts,Brazil,1722843,246553,36913,1078,Medium,0.20863653855864986
Twitter,#Comedy,Tweet,Japan,1478257,214006,34075,4887,Medium,0.22053337139617807
YouTube,#Education,Video,Brazil,4514734,379897,38918,39164,Medium,0.12735611887654955
Instagram,#Gaming,Shorts,Australia,2612014,187743,54867,13925,Medium,0.1455558814003294
YouTube,#Fashion,Tweet,Germany,721066,233419,19504,20612,High,0.46203121489572385
Twitter,#Comedy,Video,Brazil,539158,353308,56963,25082,High,1.065292548751943
Instagram,#Comedy,Shorts,Canada,4425278,417054,96321,45234,Medium,0.1799853026182762
YouTube,#Dance,Tweet,India,4569636,460529,21363,19829,Medium,0.12348379608353925
TikTok,#Comedy,Reel,Germany,2331434,254470,63786,40585,Medium,0.22604028250424416
TikTok,#Music,Post,Germany,2321225,141180,73404,20751,Medium,0.1735695591767278
Instagram,#Challenge,Shorts,USA,1596330,438566,46359,10781,High,0.37536411644208906
Instagram,#Dance,Shorts,Brazil,2568596,17463,27489,29011,Low,0.06149351630229121
Instagram,#Music,Tweet,Australia,1602583,95273,33154,31607,Medium,0.16095827797998605
YouTube,#Challenge,Tweet,Australia,4042630,463439,13491,9970,Medium,0.12958198004764226
TikTok,#Gaming,Video,Japan,1644851,298638,90093,8246,Medium,0.3559039694172907
Twitter,#Music,Reel,Canada,4813102,139163,69572,25727,Low,0.08296790718335077
YouTube,#Music,Tweet,USA,2436911,216568,32707,19949,Medium,0.14550675014393222
Twitter,#Challenge,Tweet,Brazil,163743,224473,55311,4919,High,2.444342658922824
YouTube,#Music,Post,Brazil,2407043,77842,28524,16655,Low,0.08172849425623056
Instagram,#Education,Tweet,Germany,946340,417158,91240,25016,High,0.7829215715282034
Instagram,#Comedy,Reel,UK,3747884,82226,76069,31192,Low,0.09947399652710703
TikTok,#Tech,Video,Japan,4199267,328742,88715,29237,Medium,0.15558929689395792
TikTok,#Music,Reel,Canada,4909699,192610,29375,34738,Low,0.07133044204950242
Twitter,#Education,Video,UK,3631559,342320,77277,42683,Medium,0.1816071279579927
Twitter,#Education,Post,Canada,438926,418878,61638,26939,High,1.4983619106637565
Instagram,#Challenge,Tweet,Canada,3093066,372946,38682,18578,Medium,0.1701056492166672
YouTube,#Dance,Video,UK,1603866,238566,18807,26566,Medium,0.2170499281112013
Instagram,#Fitness,Reel,Canada,3634352,280654,38955,13864,Medium,0.11700765363399032
Instagram,#Dance,Post,Brazil,3727003,242287,93794,1561,Medium,0.14134439923981815
Twitter,#Dance,Live Stream,Brazil,772421,247479,23789,12567,High,0.44532709493915884
TikTok,#Music,Reel,India,1772246,493760,4974,31362,Medium,0.3224191224017433
Instagram,#Education,Shorts,Japan,4660917,108250,64438,46473,Low,0.08464214230804797
YouTube,#Fashion,Post,Germany,126887,164296,64233,4209,High,2.8798300850362923
YouTube,#Fitness,Shorts,India,3424500,479439,45234,17018,Medium,0.18956840414659074
YouTube,#Gaming,Post,Germany,3895699,248131,52488,39519,Medium,0.12440206494392919
TikTok,#Comedy,Video,Japan,75475,85849,52358,44489,High,4.397495859556145
Twitter,#Viral,Post,Australia,4815367,353822,49194,24139,Low,0.11415163164095281
YouTube,#Dance,Video,India,3148221,85754,68644,17491,Low,0.10376272822015989
Instagram,#Viral,Shorts,USA,3233563,150813,58386,1709,Low,0.10186565098623407
Instagram,#Music,Tweet,Brazil,3824375,327312,21152,33353,Medium,0.11962059159993463
Instagram,#Viral,Shorts,Australia,1004552,189682,46042,10235,Medium,0.346699822408397
TikTok,#Fitness,Live Stream,USA,3269477,35752,21135,8550,Low,0.035558286539406764
Instagram,#Fashion,Tweet,USA,481808,61671,7895,34339,Medium,0.31969996347092616
TikTok,#Music,Shorts,Brazil,696436,342863,72320,35891,High,0.9069103262898529
YouTube,#Dance,Reel,Canada,4701021,315148,11535,1792,Low,0.07516175741397454
YouTube,#Fitness,Live Stream,Canada,1546021,17786,66926,20602,Medium,0.16802359088265942
TikTok,#Fitness,Post,Brazil,3504067,17759,35751,7695,Low,0.04006829778083581
Instagram,#Music,Reel,UK,3816051,462424,91866,41600,Medium,0.21520205049670457
YouTube,#Dance,Live Stream,India,254262,162743,48675,19106,High,1.3646553554994454
YouTube,#Viral,Video,UK,497552,297185,73947,641,High,1.0457359230793968
YouTube,#Music,Tweet,Brazil,3225580,37018,52907,33089,Low,0.0811999702379107
Instagram,#Gaming,Video,Canada,4336522,340438,51068,2711,Medium,0.11508393131638672
Twitter,#Music,Tweet,USA,3912292,422606,17064,4866,Medium,0.12359251303328074
TikTok,#Education,Reel,Canada,2097593,470212,25616,38553,Medium,0.297562968602584
Instagram,#Music,Live Stream,Japan,1922920,346738,31025,28656,Medium,0.25852609572941154
TikTok,#Fashion,Tweet,Australia,1425733,248984,28436,18316,Medium,0.260163719293865
Twitter,#Music,Live Stream,USA,580864,103465,61418,35190,High,0.6164937059277215
YouTube,#Dance,Video,Australia,1175324,386762,41178,14302,High,0.45851186566427643
Twitter,#Education,Video,Australia,3768701,155300,63361,36129,Low,0.11081828990944094
TikTok,#Challenge,Post,UK,4896941,498119,72555,17441,Medium,0.15329284138812374
Instagram,#Tech,Live Stream,UK,706597,69502,74826,29444,High,0.4993907418231326
YouTube,#Viral,Live Stream,Germany,2202632,334540,11889,34157,Medium,0.19908954378216606
TikTok,#Fashion,Video,India,1921116,184294,14637,49378,Medium,0.17019326266607535
YouTube,#Education,Post,Japan,1159351,420250,27287,11919,High,0.4536581242436501
Instagram,#Challenge,Reel,UK,4402298,311108,37588,11747,Low,0.10162101702338187
Instagram,#Fitness,Shorts,USA,4421041,282996,32876,25568,Low,0.09788644801077394
Twitter,#Gaming,Tweet,Canada,4695987,154844,98585,41625,Low,0.11368195865959595
TikTok,#Comedy,Post,Canada,4052947,12513,92796,34676,Low,0.08888667924845797
YouTube,#Viral,Shorts,UK,2529356,62626,51604,9450,Low,0.09343801347062256
Instagram,#Dance,Reel,Canada,2608658,98810,82993,34706,Medium,0.15992935831373833
YouTube,#Viral,Tweet,USA,377017,45347,90037,7314,High,0.875520202006806
YouTube,#Gaming,Reel,Canada,1197713,480028,4619,28503,High,0.4599524259985489
YouTube,#Challenge,Shorts,USA,685501,323225,86718,942,High,0.8537741009859942
Twitter,#Fitness,Reel,USA,4546322,274686,66066,11339,Low,0.10900283789841547
TikTok,#Fitness,Reel,Canada,4713541,333744,29836,35318,Low,0.10478067338334386
Instagram,#Viral,Video,Australia,1060579,3040,27023,2492,Low,0.08400411473355592
Instagram,#Comedy,Live Stream,USA,410897,318387,21785,34447,High,1.101580201364332
Instagram,#Education,Shorts,Germany,4726108,458831,19832,13777,Medium,0.11550328515556564
YouTube,#Education,Video,Brazil,770800,35563,35816,14691,Medium,0.22365464452516864
Twitter,#Comedy,Video,USA,4533943,426510,48183,8972,Medium,0.12990966141391722
YouTube,#Fitness,Video,Germany,1270412,89497,4376,37047,Medium,0.13910369234547532
TikTok,#Comedy,Reel,UK,1756485,100469,98551,12449,Medium,0.23969461737504164
TikTok,#Music,Live Stream,India,2829947,427028,21324,41946,Medium,0.20314585396828985
Instagram,#Fashion,Live Stream,UK,3243480,129261,28764,26090,Low,0.08254498254960721
Instagram,#Viral,Post,Germany,3735626,401542,46135,21504,Medium,0.15605282755821917
Twitter,#Comedy,Shorts,Germany,4498516,43442,4784,20611,Low,0.02201081423296038
Twitter,#Comedy,Post,Canada,1618175,479812,23146,21565,Medium,0.3660790705578816
TikTok,#Viral,Live Stream,India,4451895,37935,75953,5049,Low,0.06197181200365238
Twitter,#Fashion,Live Stream,India,3418485,381998,46412,12524,Medium,0.15980236859310484
Instagram,#Fashion,Video,Germany,4546358,102608,86881,9657,Low,0.08414757482802718
Instagram,#Dance,Video,Brazil,1430779,315712,1000,5052,Medium,0.2298160652343933
Instagram,#Challenge,Reel,USA,228932,378052,98315,7270,High,3.0032367689969073
Instagram,#Fashion,Shorts,Canada,965970,292954,63900,42310,High,0.589328861144756
Instagram,#Gaming,Post,Germany,4926990,270638,91444,45562,Medium,0.1291039762613685
TikTok,#Gaming,Shorts,India,669836,263122,65316,40965,High,0.8076603825413982
Twitter,#Fashion,Reel,Australia,2961889,127008,56377,5965,Low,0.10401098758258666
YouTube,#Fitness,Tweet,Canada,4516859,6718,93371,39835,Low,0.08114067762575719
YouTube,#Tech,Live Stream,Brazil,3707778,357641,98906,36604,Medium,0.1962272282752635
Twitter,#Fitness,Shorts,Australia,3611304,361772,97629,18007,Medium,0.1912530764510548
TikTok,#Music,Reel,USA,3313871,187673,20108,13412,Low,0.08293050634741063
TikTok,#Education,Reel,Brazil,3999565,142354,67251,9930,Low,0.09100164642904916
YouTube,#Dance,Shorts,USA,650479,96466,68604,9627,High,0.49430035404678707
Twitter,#Viral,Post,Brazil,4365247,320273,13480,21042,Low,0.09227358726779951
Instagram,#Fitness,Video,UK,202210,289749,57498,29545,High,2.578176153503783
Twitter,#Viral,Live Stream,UK,4066789,201905,49387,17566,Low,0.094717970369252
YouTube,#Tech,Video,Australia,1189401,477715,32182,43920,High,0.5566675999095343
TikTok,#Challenge,Post,USA,2750438,214384,71731,19226,Medium,0.17016526095116488
YouTube,#Viral,Video,Australia,540884,177369,13503,5565,High,0.4233957743249939
Instagram,#Dance,Shorts,Germany,2100020,314357,71376,21215,Medium,0.2718616965552709
TikTok,#Comedy,Live Stream,India,952111,156942,6001,23683,Medium,0.2334927335153149
Instagram,#Viral,Shorts,Brazil,2337596,467029,77732,4729,Medium,0.30359523202469546
YouTube,#Fashion,Video,UK,1936713,220029,88576,32486,Medium,0.2843627321136379
YouTube,#Comedy,Post,Brazil,1178485,168174,81549,41849,High,0.421319745266168
Twitter,#Challenge,Live Stream,UK,1738252,172464,4136,47211,Medium,0.1606752070470795
TikTok,#Challenge,Live Stream,UK,1948873,480313,50464,32966,Medium,0.3579694520884634
Instagram,#Education,Shorts,Japan,4440766,432244,61567,31213,Medium,0.1529850931123144
YouTube,#Fashion,Reel,Germany,1259577,417867,13002,27756,High,0.4067913275647301
TikTok,#Dance,Tweet,Australia,4385439,312854,58495,30380,Medium,0.12520958563099385
Instagram,#Viral,Reel,Australia,1831119,491782,86681,48075,High,0.4630911480903207
YouTube,#Music,Live Stream,Japan,3899621,283580,75787,8200,Medium,0.13522878248937525
Twitter,#Viral,Video,UK,4426493,32332,47970,18676,Low,0.048253549706279895
YouTube,#Viral,Video,Brazil,2854666,173661,87934,21327,Medium,0.16818675109452386
Instagram,#Education,Tweet,USA,2425779,288690,80963,22285,Medium,0.23751091917276884
Twitter,#Fitness,Reel,Canada,1630820,161765,88321,21591,Medium,0.2881433879888645
Twitter,#Comedy,Tweet,USA,930160,202154,89158,36847,High,0.5841167111034661
Twitter,#Viral,Live Stream,Japan,2075933,83816,4897,15213,Low,0.06210845918437637
TikTok,#Education,Tweet,India,1871957,1256,81191,20129,Medium,0.15229356229870664
Twitter,#Dance,Post,USA,486370,493571,78894,34860,High,1.6447827785430844
Instagram,#Challenge,Live Stream,Canada,701100,318884,45392,11881,High,0.6829582085294538
Instagram,#Tech,Post,Canada,4367832,28067,57644,1618,Low,0.04675889548865433
Instagram,#Comedy,Reel,Germany,3972959,32049,94677,6195,Low,0.08267641322248732
Instagram,#Comedy,Post,Canada,4599775,330663,79218,13710,Medium,0.1295143784206836
YouTube,#Music,Reel,India,2467372,384542,77706,4834,Medium,0.2542494605596562
Twitter,#Gaming,Post,Brazil,819788,22786,16574,2214,Low,0.09384865355433356
YouTube,#Comedy,Shorts,Brazil,4515293,346046,73947,36662,Medium,0.14200872457224814
YouTube,#Education,Live Stream,USA,4548049,300048,92372,25500,Medium,0.13811724543864853
TikTok,#Dance,Reel,Japan,3450680,369198,10798,15263,Medium,0.12522691179709505
TikTok,#Music,Reel,UK,2737221,436890,74251,15461,Medium,0.25228689974247603
Twitter,#Comedy,Post,Australia,840340,454952,65380,23404,High,0.8304971797129733
YouTube,#Education,Live Stream,Germany,3510131,3548,81158,28556,Low,0.08664462950243168
Instagram,#Gaming,Live Stream,India,1531926,391683,51624,29359,High,0.39510589937111845
YouTube,#Comedy,Tweet,Australia,125076,301148,86551,48639,High,5.261433048706387
YouTube,#Education,Reel,Canada,598274,76122,62694,4891,High,0.45796073371064094
Twitter,#Education,Reel,India,464125,483645,8641,4652,High,1.1179574468085107
Instagram,#Challenge,Shorts,Germany,821533,342870,79554,16318,High,0.7475877414540865
YouTube,#Fitness,Post,Australia,2519050,180932,12968,12148,Low,0.09691431293543201
YouTube,#Fitness,Shorts,USA,3726359,101243,10095,43058,Low,0.05840661084989396
Instagram,#Fitness,Tweet,Brazil,3616113,50849,51541,5257,Low,0.059728775068699454
Twitter,#Fitness,Tweet,Canada,1826580,272598,66186,46956,Medium,0.3093584732122327
Instagram,#Viral,Live Stream,USA,670827,419802,52712,9940,High,0.8911656805704005
