Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_Score
YouTube,#Comedy,Live Stream,USA,3431137,116381,42790,46147,Medium,0.059839639163344394
TikTok,#Fashion,Shorts,Germany,4214269,222752,57342,4097,Medium,0.06743541999810643
Twitter,#Education,Shorts,UK,4746993,487011,88442,9469,High,0.12321947809908293
YouTube,#Music,Shorts,Australia,3594748,64875,4109,27363,Low,0.026802156924490953
TikTok,#Education,Live Stream,Japan,1006386,96310,36336,12500,High,0.1442249792823032
YouTube,#Education,Video,Canada,2899934,201125,90937,32201,High,0.11181737239537176
YouTube,#Tech,Live Stream,Canada,332524,334771,62559,49605,High,1.3440683980705153
Instagram,#Gaming,Shorts,Canada,1085496,253431,33825,31215,High,0.293387538968361
Twitter,#Music,Tweet,Canada,4101021,136771,88796,4043,Medium,0.055988496523182885
Twitter,#Tech,Reel,Germany,2531742,387241,7902,4038,High,0.15767048933106137
Twitter,#Gaming,Tweet,Australia,3561668,293915,74678,26781,High,0.11100810069888603
YouTube,#Gaming,Reel,USA,2672532,448134,21213,18748,High,0.1826339216892445
TikTok,#Challenge,Video,Australia,4720948,4313,9479,36144,Low,0.010577536545626006
TikTok,#Education,Live Stream,UK,1067880,428558,44337,33150,High,0.4738781511031202
YouTube,#Comedy,Reel,USA,1820646,426986,84306,37105,High,0.3012101199244664
YouTube,#Fitness,Shorts,Australia,3068330,12455,15628,1032,Low,0.00948887505581212
Instagram,#Challenge,Reel,Canada,3082916,70195,7912,15188,Low,0.030261933831476434
Instagram,#Fashion,Reel,Japan,1946599,162862,98819,40097,High,0.15502833403284394
TikTok,#Education,Tweet,USA,2528340,193265,42231,11761,Medium,0.09779420489332923
YouTube,#Music,Video,Australia,3464416,130550,75762,46478,Medium,0.07296756509610855
TikTok,#Education,Live Stream,Canada,2993394,381818,62760,25589,High,0.15706819750423767
TikTok,#Tech,Reel,Australia,3347578,376879,24479,27327,High,0.12805825584945293
Instagram,#Challenge,Reel,Australia,829327,240625,50607,2433,High,0.3541003729530089
Instagram,#Education,Video,Japan,3940342,210349,63035,33406,Medium,0.07785872393817593
YouTube,#Gaming,Shorts,India,3371209,159590,1231,32209,Medium,0.05725839009091397
YouTube,#Challenge,Live Stream,Germany,748460,229548,23753,13759,High,0.35681265531892153
YouTube,#Education,Tweet,India,4499716,319387,40397,975,Medium,0.08017372651962924
Instagram,#Viral,Shorts,Canada,4465663,253096,56168,30810,Medium,0.07615308186040907
Instagram,#Comedy,Reel,Brazil,3605145,490924,80578,11164,High,0.16162068377277475
Instagram,#Fitness,Reel,Germany,2244659,464647,72133,21371,High,0.24865736844661038
Twitter,#Challenge,Post,Japan,4869978,319690,93177,4639,Medium,0.08573057208882669
Twitter,#Tech,Reel,UK,152589,231019,38248,15161,High,1.8640137886741508
TikTok,#Challenge,Reel,Germany,2402078,344828,57963,24529,High,0.1778959717378037
Twitter,#Challenge,Shorts,USA,1755140,106639,69965,14068,High,0.10863634809758765
YouTube,#Fitness,Reel,India,3937165,220022,33447,40328,Medium,0.07462145985753708
Instagram,#Tech,Post,USA,4739340,30609,72269,38645,Low,0.02986133090261513
TikTok,#Dance,Shorts,Canada,3831295,342163,18158,42891,High,0.10524170026061684
Twitter,#Fashion,Post,UK,4395518,177243,14128,38308,Medium,0.05225299953270582
Twitter,#Viral,Tweet,India,3231089,101739,6371,33003,Low,0.04367351069561996
YouTube,#Fitness,Reel,Japan,2324440,32741,36375,13921,Low,0.03572344306585672
YouTube,#Fitness,Shorts,Canada,3220901,364571,27324,39461,High,0.13392401691327985
Instagram,#Challenge,Video,Canada,358197,302752,72799,21197,High,1.1076251336555025
YouTube,#Fitness,Live Stream,Canada,2580641,123664,69711,7855,Medium,0.07797675073751056
TikTok,#Challenge,Shorts,Japan,2681634,368908,27522,23777,High,0.15669811764021488
YouTube,#Viral,Video,Brazil,1214414,157239,57620,29886,High,0.20153341446985953
Twitter,#Fitness,Live Stream,India,2095372,123030,65568,5739,Medium,0.0927458226987857
Twitter,#Fashion,Shorts,USA,1459934,300011,84049,5584,High,0.26689151701378283
YouTube,#Challenge,Reel,USA,4116315,46829,55447,45969,Low,0.03601400767433979
TikTok,#Gaming,Post,India,296788,433928,54838,18371,High,1.7087517015512756
YouTube,#Fitness,Reel,USA,16896,474590,4148,49986,High,31.29285037878788
Instagram,#Education,Shorts,Australia,155519,315644,87191,4007,High,2.616027623634411
Instagram,#Music,Reel,Canada,434344,82529,16899,35321,High,0.3102356657395981
Twitter,#Tech,Reel,Japan,901026,172427,47033,4198,High,0.24822591134994995
Twitter,#Gaming,Post,UK,2091073,475472,4277,34762,High,0.24605118998715014
Twitter,#Fashion,Reel,Australia,1592524,410109,38169,2232,High,0.282890556123487
Instagram,#Dance,Post,Japan,1567332,378583,88750,33441,High,0.31950729009552536
TikTok,#Dance,Video,India,583548,159734,5218,18625,High,0.31458766031243357
YouTube,#Dance,Shorts,Canada,3589977,378797,16666,45806,High,0.12291694347902507
TikTok,#Fashion,Live Stream,Japan,2142186,145976,95970,8679,High,0.1169949761598666
Twitter,#Tech,Live Stream,Australia,3887527,400205,11490,12108,High,0.10901609172103499
Instagram,#Dance,Reel,Canada,3265277,458051,29284,27213,High,0.15758173043205828
Instagram,#Fitness,Video,USA,2468546,184286,40314,40022,High,0.10719751627071158
TikTok,#Fitness,Tweet,Canada,2069657,384667,92434,33853,High,0.2468785890608927
YouTube,#Challenge,Tweet,Australia,4289977,96645,89277,22760,Low,0.04864408363960926
YouTube,#Comedy,Live Stream,Japan,274569,84850,78663,22317,High,0.6768061944356427
Instagram,#Viral,Video,Japan,4530657,343884,23584,33459,Medium,0.08849202223871726
TikTok,#Education,Tweet,UK,784735,222216,18478,15303,High,0.32622095357031355
TikTok,#Gaming,Video,Australia,3640704,122275,69449,39348,Medium,0.0634690433498576
Twitter,#Fashion,Tweet,Canada,4201548,235903,65461,45899,Medium,0.08265120379441102
Instagram,#Viral,Reel,UK,2674421,365369,78273,45815,High,0.18301419260467966
Twitter,#Fitness,Post,USA,2944740,49038,74344,44081,Medium,0.05686851810346584
YouTube,#Fitness,Live Stream,Australia,1417380,466880,27498,31415,High,0.3709612101200807
Twitter,#Challenge,Tweet,Canada,3439140,412155,15138,23614,High,0.13111039387753914
TikTok,#Gaming,Live Stream,Japan,1673508,79020,91806,20155,High,0.11412015956900116
Twitter,#Gaming,Video,Australia,1053561,469326,72822,39659,High,0.5522290593520451
Twitter,#Comedy,Reel,USA,2030811,448529,13583,24483,High,0.2396062459775922
Twitter,#Fashion,Tweet,UK,4210620,188460,2003,44118,Medium,0.055711747913608924
TikTok,#Education,Post,Germany,2449143,142284,86663,26545,High,0.10431893931877395
YouTube,#Fashion,Live Stream,UK,1530621,127327,89084,33491,High,0.1632683727715744
Instagram,#Challenge,Tweet,Japan,4848430,366691,47997,35753,Medium,0.09290450723223806
YouTube,#Challenge,Video,India,4303440,2761,98789,28154,Low,0.03013960924283829
YouTube,#Gaming,Tweet,Brazil,1334444,480156,75315,4080,High,0.4193139614700954
Twitter,#Challenge,Post,Brazil,4476612,393831,51315,38941,High,0.10813691246862582
Twitter,#Music,Live Stream,India,175519,468536,73583,28742,High,3.2524171172351712
TikTok,#Tech,Reel,UK,2101312,299542,6451,23831,High,0.1569609843754759
Instagram,#Music,Reel,Canada,203200,218590,72764,34315,High,1.6027017716535432
TikTok,#Challenge,Live Stream,USA,3105849,19437,81661,30275,Low,0.04229857922906104
Twitter,#Viral,Tweet,Japan,1633210,436819,60378,21976,High,0.31788502397119783
TikTok,#Challenge,Video,Japan,2035775,228933,57754,21473,High,0.1513723274919871
TikTok,#Fitness,Post,India,3600594,292122,20092,46352,Medium,0.09958523510287469
YouTube,#Education,Post,Canada,885219,120632,61893,2148,High,0.20861843227495117
Instagram,#Challenge,Tweet,USA,3171786,50849,1646,20221,Low,0.022925884659305514
TikTok,#Challenge,Reel,UK,3810326,307848,55932,4856,Medium,0.09674657758942411
Instagram,#Dance,Video,Australia,103897,39137,23566,43482,High,1.0220218100618883
Instagram,#Comedy,Reel,India,267595,196017,71829,28958,High,1.1091537584782973
Twitter,#Viral,Shorts,USA,859794,253727,18939,7344,High,0.3256710328287939
Instagram,#Music,Tweet,Australia,1032172,63781,81612,41902,High,0.18145716024073508
TikTok,#Challenge,Video,USA,4207986,433397,76452,4641,High,0.12226514061596212
Twitter,#Dance,Post,Germany,4256325,88247,44482,34984,Low,0.03940324105889471
TikTok,#Viral,Video,USA,416662,334892,26921,5078,High,0.8805482621405359
Twitter,#Music,Tweet,Japan,3438856,106702,82635,48353,Medium,0.06911891629076647
Twitter,#Comedy,Video,UK,270796,352250,73303,40986,High,1.7228430257463183
TikTok,#Music,Shorts,India,168375,59089,63545,31044,High,0.9127126948775056
TikTok,#Comedy,Tweet,India,2605588,324998,11214,20805,High,0.13701974372003556
YouTube,#Gaming,Reel,Canada,1234193,366180,76467,46591,High,0.39640315574630547
YouTube,#Education,Post,USA,1921686,235328,25763,14304,High,0.14330905257154394
YouTube,#Fashion,Reel,UK,133339,248507,41515,30406,High,2.4031078679156135
TikTok,#Comedy,Live Stream,Japan,2027807,181535,68072,3161,High,0.12465091598953944
Twitter,#Dance,Tweet,USA,2169060,107786,69766,49507,High,0.1046808294837395
TikTok,#Tech,Live Stream,UK,3544861,135885,21914,32733,Medium,0.05374879297100789
Twitter,#Viral,Post,Canada,1705105,53294,74926,48281,High,0.1035132733761264
YouTube,#Comedy,Video,Australia,2588183,255730,21342,29577,High,0.1184804165702348
Twitter,#Comedy,Tweet,India,2235474,91583,92501,28268,Medium,0.09499193459642116
TikTok,#Challenge,Video,UK,3524223,1184,78674,12101,Low,0.026093411228517605
YouTube,#Viral,Live Stream,UK,1893669,98719,38141,25909,Medium,0.08595430352400552
YouTube,#Fashion,Video,Brazil,984735,436238,69677,42992,High,0.5574159545461469
YouTube,#Fashion,Live Stream,Germany,3801329,179214,62593,37675,Medium,0.0735221813213221
TikTok,#Tech,Tweet,Japan,4112956,62765,47325,39189,Low,0.03629482056214557
Instagram,#Fashion,Video,Germany,4244091,247707,91134,21078,Medium,0.08480473203802652
YouTube,#Dance,Reel,Brazil,795243,129380,23945,4134,High,0.19800111412486499
Instagram,#Dance,Shorts,Germany,670647,304751,19252,4825,High,0.49031457681910157
TikTok,#Viral,Reel,Germany,1333724,340778,70404,45627,High,0.34250639562608154
Instagram,#Tech,Tweet,Germany,3681863,228168,9128,32280,Medium,0.07321728157728845
Instagram,#Tech,Live Stream,India,4466621,479028,75159,13063,High,0.12699756706467819
YouTube,#Gaming,Tweet,Canada,4294256,475876,28764,40435,High,0.12693118435416986
Twitter,#Tech,Shorts,Canada,2668217,489199,86017,44585,High,0.2322903272110177
Twitter,#Fashion,Tweet,Australia,752874,409136,81870,13101,High,0.669576848184424
Instagram,#Fitness,Tweet,Japan,2168159,445889,80260,44121,High,0.2630203781180255
Instagram,#Comedy,Post,UK,4930465,145318,39080,9349,Low,0.039295887913208996
Twitter,#Dance,Video,Canada,4914010,19243,56002,8519,Low,0.01704595635743517
Twitter,#Gaming,Video,Australia,584615,150064,84725,17775,High,0.43201765264319253
YouTube,#Challenge,Shorts,Japan,1142278,236928,12775,5265,High,0.2232101117241162
YouTube,#Education,Shorts,India,730387,372363,3897,3722,High,0.5202474852372784
YouTube,#Comedy,Live Stream,Brazil,2023853,456466,20085,32976,High,0.2517608739369905
TikTok,#Music,Tweet,Canada,2816495,370066,79854,29476,High,0.1702101370675254
TikTok,#Challenge,Reel,Australia,2586745,404333,74597,46511,High,0.20312825578091384
TikTok,#Fashion,Live Stream,India,57063,445321,50056,13751,High,8.922208786779525
YouTube,#Dance,Shorts,Japan,3634921,62251,65353,36771,Low,0.04522106532714191
TikTok,#Viral,Reel,Germany,4192386,294804,89443,27277,Medium,0.09815985455537729
YouTube,#Tech,Video,USA,3691681,86388,36191,49207,Low,0.04653327305365767
TikTok,#Tech,Video,Germany,4837671,346397,58957,5374,Medium,0.08490201173250517
TikTok,#Tech,Shorts,Japan,2241707,352345,74249,451,High,0.19049991814273676
TikTok,#Education,Video,Brazil,2425554,328451,85600,31540,High,0.18370689747579316
YouTube,#Gaming,Reel,USA,4400609,235736,85103,19014,Medium,0.07722862903748094
YouTube,#Fashion,Live Stream,Germany,4335484,265736,60002,48789,Medium,0.08638643344087996
TikTok,#Gaming,Reel,India,2103742,157003,60341,40513,High,0.1225706384147866
Twitter,#Tech,Reel,USA,576763,467832,41087,8066,High,0.8963560422565248
YouTube,#Tech,Reel,Japan,1143848,58018,37436,18311,Medium,0.0994581447884684
Instagram,#Gaming,Shorts,UK,4356392,411938,75228,24469,High,0.11744466521837336
YouTube,#Tech,Tweet,Japan,405063,366573,35185,36177,High,1.081152808328581
YouTube,#Fashion,Live Stream,UK,939082,406358,86675,10858,High,0.5365782753795728
YouTube,#Fashion,Video,Brazil,1911934,414686,62802,17662,High,0.25897860491000213
YouTube,#Tech,Live Stream,Germany,1708144,56901,20001,7802,Low,0.04958832510608005
TikTok,#Dance,Live Stream,Canada,4730930,442721,55560,33554,High,0.1124165861680473
Instagram,#Gaming,Tweet,Canada,2361266,184502,87669,13578,High,0.12101516728737889
YouTube,#Gaming,Tweet,Brazil,3159075,438956,91840,31899,High,0.1781201775836281
Instagram,#Dance,Tweet,UK,3526448,51600,83324,34949,Low,0.048171134240459525
TikTok,#Comedy,Shorts,Japan,449285,61991,31039,47417,High,0.3126011329111811
Instagram,#Fashion,Live Stream,India,3003531,381398,70031,25141,High,0.15866991218003076
TikTok,#Gaming,Live Stream,Germany,4589879,316201,78508,13106,Medium,0.08885092613552557
Twitter,#Fashion,Post,Brazil,556209,487912,29642,45365,High,1.0120638105460358
YouTube,#Comedy,Shorts,India,3050658,191272,53935,19636,Medium,0.08681504121405939
Twitter,#Challenge,Tweet,USA,468718,351338,89790,32094,High,1.0096091893206576
TikTok,#Music,Live Stream,Brazil,1024956,294506,13536,48320,High,0.34768516892432455
Twitter,#Challenge,Video,Germany,2127962,220734,21453,14972,High,0.12084755272885513
Twitter,#Fashion,Reel,Canada,4856986,291395,99817,7707,Medium,0.08213303476682865
Twitter,#Comedy,Post,Australia,1318537,324242,11914,19688,High,0.2698779025541187
Twitter,#Viral,Video,Australia,2020909,65259,90445,33608,Medium,0.09367665738536471
TikTok,#Music,Reel,Australia,781134,305684,90185,22404,High,0.5354689464291658
Instagram,#Dance,Live Stream,Germany,2349428,91877,14035,48890,Medium,0.06588922920813066
Instagram,#Music,Post,Canada,3495833,247723,73354,24761,Medium,0.09892863875362468
Twitter,#Comedy,Live Stream,UK,754145,104586,83802,36911,High,0.29874758832850445
TikTok,#Fashion,Shorts,USA,2286322,316805,99649,12197,High,0.18748496493494793
YouTube,#Viral,Shorts,Canada,2307501,358459,4933,24085,High,0.16792062061944935
YouTube,#Fitness,Tweet,USA,3047358,462784,10533,18903,High,0.1615235229992669
YouTube,#Fitness,Reel,Canada,3309387,35776,49912,10371,Low,0.02902622147243583
TikTok,#Music,Tweet,USA,187729,306823,3693,18459,High,1.7523930772549792
Twitter,#Fashion,Shorts,Australia,3058341,425490,24075,1043,High,0.1473373963204234
TikTok,#Tech,Shorts,India,4047723,238367,5924,7164,Medium,0.06212258101653695
Twitter,#Fitness,Reel,Australia,1543219,36775,22461,12596,Low,0.04654686081495886
Twitter,#Comedy,Post,UK,1912145,125046,33950,35129,High,0.10152211260129332
TikTok,#Challenge,Video,India,2497149,23114,23917,18942,Low,0.026419328602338105
Instagram,#Education,Shorts,Brazil,220575,200694,61870,17571,High,1.270021534625411
TikTok,#Gaming,Reel,Canada,1373925,83584,5032,45668,Medium,0.09773750386665939
Instagram,#Gaming,Video,Canada,3287015,228853,73672,31885,High,0.10173668206564314
TikTok,#Fitness,Tweet,Canada,3257070,20757,52198,42698,Low,0.03550829426447697
YouTube,#Comedy,Reel,Canada,2240771,454178,29349,31522,High,0.22985347454068264
YouTube,#Comedy,Post,USA,1111363,349304,23955,7574,High,0.34267201625391525
Instagram,#Gaming,Reel,USA,1976709,80323,48505,43372,Medium,0.08711449181442489
Twitter,#Fashion,Reel,Brazil,3802774,499236,96550,28438,High,0.1641496444437666
Instagram,#Challenge,Live Stream,Brazil,2827457,65941,46483,48418,Medium,0.05688574574255241
Twitter,#Viral,Video,UK,1452698,161930,17928,18917,High,0.13683160574324463
Twitter,#Gaming,Reel,Japan,1415487,399428,8466,3334,High,0.29052050636989246
TikTok,#Challenge,Reel,Brazil,1633680,423061,89011,33365,High,0.33387015817051074
Instagram,#Viral,Reel,Germany,493921,40363,16844,32469,High,0.18155939917517175
YouTube,#Music,Tweet,UK,2517670,360247,26754,33262,High,0.1669253714744188
Twitter,#Fitness,Tweet,Brazil,2701054,19099,6791,12487,Low,0.014208157260091801
TikTok,#Comedy,Tweet,Canada,566432,123321,33394,35085,High,0.338610812948421
Twitter,#Dance,Post,Canada,4087476,19388,12617,13668,Low,0.011173888238120542
Instagram,#Music,Live Stream,Japan,1703104,197192,63338,3886,High,0.15525534553380183
TikTok,#Comedy,Shorts,Germany,4794357,460406,36718,9386,High,0.10564711805983576
Twitter,#Comedy,Post,USA,3758458,228695,61603,4448,Medium,0.07842205500234405
Twitter,#Challenge,Live Stream,Brazil,1557528,434353,94792,47416,High,0.37017697274142103
YouTube,#Challenge,Reel,Germany,2962657,129075,42946,24127,Medium,0.06620678667830937
Instagram,#Fashion,Tweet,India,4992601,389024,91886,16411,Medium,0.09961160525345406
YouTube,#Music,Reel,India,1703137,293146,32428,36233,High,0.212435640820439
Twitter,#Comedy,Reel,UK,3749586,315273,93109,16533,High,0.11332317754546768
Twitter,#Music,Video,UK,1350342,347635,85096,4171,High,0.32354914532762813
TikTok,#Fashion,Shorts,USA,3771445,420305,58653,23940,High,0.13334358581392544
Instagram,#Tech,Tweet,Germany,1814986,411569,12811,40638,High,0.256210240740149
YouTube,#Fitness,Video,India,2694912,28836,90228,9577,Low,0.047734768333808304
TikTok,#Fashion,Live Stream,USA,4368330,103328,93696,45312,Medium,0.05547566232404603
Instagram,#Music,Live Stream,USA,213212,31125,57224,27244,High,0.5421505356171322
TikTok,#Dance,Shorts,UK,2875732,138204,72909,42115,Medium,0.08805688429937143
Twitter,#Fashion,Tweet,Japan,4413422,167555,58449,806,Medium,0.05139096148068324
TikTok,#Comedy,Reel,Canada,4657315,76313,37855,4252,Low,0.025426667511216226
TikTok,#Fashion,Tweet,Japan,1677563,50282,14469,12725,Low,0.046183660464614446
TikTok,#Dance,Post,India,3295972,316535,22109,19848,High,0.10876670068799128
YouTube,#Fitness,Post,Australia,1917861,499874,92567,19082,High,0.3188567888913743
YouTube,#Gaming,Reel,Canada,842705,231984,87290,43282,High,0.43022884639345915
YouTube,#Viral,Video,USA,1197159,216342,10156,7638,High,0.19557636036650103
Twitter,#Comedy,Live Stream,Canada,3357438,35821,87391,33823,Low,0.046772270999494256
TikTok,#Gaming,Tweet,Canada,2248921,5928,68590,38086,Medium,0.05007023368095189
YouTube,#Viral,Tweet,UK,636012,204341,36007,14775,High,0.4011292239769061
YouTube,#Gaming,Live Stream,Canada,580413,148546,85714,30266,High,0.45575478150902893
Twitter,#Gaming,Post,Brazil,1619478,202449,22506,49206,High,0.16928973409950615
YouTube,#Challenge,Post,Germany,2727339,225746,26005,12638,Medium,0.0969402776845856
Instagram,#Tech,Post,Canada,4168696,113448,30625,48391,Low,0.04616887391165007
YouTube,#Challenge,Post,UK,4780227,282426,29708,35199,Medium,0.07266035692447241
YouTube,#Fitness,Post,Australia,4112679,426935,38868,26186,High,0.11962737670506256
Twitter,#Dance,Tweet,Japan,4758478,12810,84684,28499,Low,0.02647758379885333
Instagram,#Tech,Post,UK,2942675,167857,18673,3273,Medium,0.06450015716992193
TikTok,#Fashion,Post,Canada,3955213,127357,29753,3803,Low,0.04068377606970851
TikTok,#Comedy,Shorts,Australia,74888,471073,9766,20104,High,6.6892292490118574
YouTube,#Tech,Video,India,4261296,160489,27495,49820,Medium,0.05580555774581254
YouTube,#Challenge,Live Stream,Australia,85136,155014,78757,18966,High,2.968626667919564
Instagram,#Music,Live Stream,Australia,401582,415577,39290,43037,High,1.2398563680643058
Twitter,#Fashion,Live Stream,Brazil,2355918,414382,71397,7294,High,0.2092912401874768
Instagram,#Gaming,Reel,UK,3508758,417726,86984,579,High,0.14400793671150874
Twitter,#Viral,Video,Brazil,4974277,54468,92889,6169,Low,0.030863982846150304
YouTube,#Fashion,Live Stream,UK,1032747,356909,54789,47157,High,0.44430533325199684
Instagram,#Comedy,Post,India,1827742,68140,14386,10354,Medium,0.05081680018295799
Twitter,#Tech,Post,Germany,4002361,185270,4346,44739,Medium,0.058554188390302624
Instagram,#Fitness,Post,UK,3892548,47532,2967,4004,Low,0.014001882571518708
Twitter,#Fashion,Tweet,UK,815181,3087,33539,8879,Medium,0.05582195855889673
Instagram,#Comedy,Reel,UK,4428223,263558,38409,220,Medium,0.06824114323059159
TikTok,#Challenge,Video,USA,3499233,152081,83684,11191,Medium,0.07057432300164064
TikTok,#Fitness,Reel,UK,276967,343350,55422,42492,High,1.59320063401055
TikTok,#Comedy,Live Stream,Canada,556068,40772,70937,39800,High,0.2724648783961674
TikTok,#Tech,Live Stream,Canada,3658692,209387,89681,14453,Medium,0.08569209979960052
TikTok,#Dance,Tweet,Brazil,4694065,334810,58512,17934,Medium,0.08761190993307506
Twitter,#Challenge,Video,USA,674124,498332,88370,26302,High,0.9093341877755428
Twitter,#Fashion,Shorts,Australia,967084,311164,92571,42138,High,0.461048885102018
TikTok,#Tech,Post,Japan,3461594,176543,86904,47992,Medium,0.08996982315083744
Twitter,#Tech,Post,Canada,691868,492439,22816,25718,High,0.7819020391172883
YouTube,#Tech,Tweet,UK,1628325,256374,7548,17955,High,0.17310856247984893
TikTok,#Fitness,Post,UK,2000181,232088,3584,21517,High,0.12858286325087578
Instagram,#Dance,Shorts,USA,1277252,142436,54890,11779,High,0.16371475636757665
YouTube,#Viral,Reel,UK,4920706,357561,63705,22476,Medium,0.0901785231631396
YouTube,#Challenge,Post,USA,2496480,117284,813,15105,Medium,0.053355925142600784
TikTok,#Gaming,Tweet,USA,2020483,136675,31661,39695,High,0.10296102466588435
YouTube,#Music,Tweet,Australia,2034792,224437,6189,13971,High,0.12020737254716944
Twitter,#Music,Tweet,India,3596679,429470,19732,12766,High,0.12844293305018323
TikTok,#Tech,Reel,Australia,1402768,385952,59599,23267,High,0.33420922062664676
TikTok,#Fashion,Tweet,UK,33485,153446,97898,28727,High,8.364073465730923
YouTube,#Fashion,Reel,USA,237107,374569,56320,28305,High,1.9366530722416462
YouTube,#Fitness,Video,Japan,3047626,396572,2041,13218,High,0.1351317386057213
YouTube,#Music,Shorts,Japan,3833797,375717,6416,35351,High,0.10889569792036459
TikTok,#Fashion,Post,Brazil,2674946,169667,87354,28176,High,0.10661785322021454
Instagram,#Education,Shorts,Japan,338623,170174,38826,10092,High,0.6470086202059517
Instagram,#Education,Live Stream,Brazil,2262056,291846,30805,8381,High,0.14634120463861194
YouTube,#Gaming,Reel,Germany,1186234,144971,1008,34541,High,0.1521790810244859
Instagram,#Dance,Video,India,329482,463165,31309,31828,High,1.5973619196192812
Twitter,#Fashion,Live Stream,Australia,3154154,51824,6624,33785,Low,0.029241755475477735
Twitter,#Education,Post,Japan,4996111,392899,9476,237,Medium,0.08058507907450414
Instagram,#Fitness,Reel,USA,1701876,310183,78161,41590,High,0.25262357539562225
Instagram,#Fitness,Reel,USA,142287,488840,88711,41354,High,4.349694631273413
TikTok,#Music,Tweet,Brazil,570572,194018,31840,38584,High,0.46346823889009625
YouTube,#Dance,Shorts,Australia,3823016,339895,79041,43901,High,0.12106593328408774
YouTube,#Music,Video,USA,4567760,463413,32735,22516,High,0.11354887297055888
YouTube,#Dance,Live Stream,Australia,1080580,147375,99235,11219,High,0.23860241722038164
TikTok,#Education,Shorts,Canada,4341647,156740,34892,8881,Low,0.04618362570701856
Instagram,#Education,Tweet,Brazil,1680761,17011,75940,20745,Medium,0.06764554865325885
Instagram,#Education,Post,Japan,3759036,49515,94487,19525,Low,0.043502376673168336
Instagram,#Comedy,Tweet,Germany,4990567,196104,40750,15936,Medium,0.050653563011978396
Twitter,#Comedy,Video,India,3878035,348866,80120,34139,High,0.1194225941746271
YouTube,#Challenge,Live Stream,Japan,2655487,236695,22847,47938,High,0.11579043693303714
YouTube,#Dance,Tweet,Canada,4658092,187743,97119,10070,Medium,0.06331605301054595
Twitter,#Fitness,Video,Canada,559570,479352,39884,22495,High,0.9681201636971246
TikTok,#Fashion,Video,Brazil,36380,191250,49211,34693,High,7.563331500824629
TikTok,#Viral,Video,USA,3514325,72881,13919,31645,Low,0.03370348502201703
TikTok,#Gaming,Reel,UK,4254334,441095,11321,4039,High,0.10729176411631057
YouTube,#Challenge,Post,Canada,1700594,333525,46048,33160,High,0.24269931565088435
YouTube,#Music,Reel,Australia,1019069,306484,74925,38141,High,0.41169930593512316
YouTube,#Challenge,Reel,Germany,345799,273374,75861,44327,High,1.1381235920288955
Instagram,#Comedy,Tweet,Canada,895082,165876,33670,43357,High,0.27137513657966533
TikTok,#Education,Live Stream,India,468457,278112,72079,5499,High,0.7592799339106898
YouTube,#Tech,Live Stream,Germany,4999077,490971,6444,16296,High,0.10276116971192882
Twitter,#Comedy,Shorts,USA,4735015,459475,93656,26336,High,0.12237912657087675
YouTube,#Gaming,Reel,Japan,3938926,246185,99069,45377,Medium,0.09917195702584918
TikTok,#Music,Live Stream,USA,204921,127363,83720,40404,High,1.227238789582327
Twitter,#Education,Post,Canada,164682,366089,73679,36494,High,2.892010055743797
Instagram,#Challenge,Video,USA,3223017,409378,89525,29071,High,0.16381359452959757
Twitter,#Viral,Reel,Canada,185319,131508,70124,10358,High,1.143919403838786
Twitter,#Tech,Post,Brazil,69325,235226,34520,49751,High,4.608683736025965
TikTok,#Viral,Video,India,1117579,243650,99520,20065,High,0.32501952882078133
Instagram,#Fitness,Reel,Canada,4144067,133720,86090,44322,Medium,0.06373738648530537
Twitter,#Gaming,Tweet,Australia,4059731,426920,24990,34937,High,0.11992099969185151
TikTok,#Comedy,Post,India,95396,279129,37417,25488,High,3.585412386263575
TikTok,#Gaming,Reel,Canada,3606397,21765,44898,25802,Low,0.025639162854228195
Instagram,#Education,Shorts,Brazil,3997068,292005,85139,5723,Medium,0.09578696184303094
TikTok,#Viral,Live Stream,Brazil,2815065,428338,96688,9583,High,0.18991000207810477
YouTube,#Fitness,Reel,Japan,929026,60319,15982,2578,Medium,0.08490505109652474
TikTok,#Viral,Shorts,UK,717380,238324,14383,30798,High,0.3951950151941788
TikTok,#Viral,Shorts,Germany,4243476,160022,73527,9324,Medium,0.05723444647736903
Instagram,#Fitness,Shorts,Japan,2287664,205770,47154,11030,High,0.11538145461920982
Twitter,#Dance,Post,Brazil,3459809,160850,77013,43812,Medium,0.08141345374845838
TikTok,#Fashion,Post,Germany,4536297,387809,76516,17176,High,0.10614406420038194
TikTok,#Tech,Tweet,Australia,852564,390933,8960,23869,High,0.497044210170732
YouTube,#Dance,Post,UK,4841341,357249,91745,20572,Medium,0.09699089570431002
TikTok,#Music,Post,Japan,2905718,324095,73361,37029,High,0.14952758664123636
YouTube,#Gaming,Shorts,UK,2035800,330602,78450,32908,High,0.2170940170940171
TikTok,#Viral,Live Stream,USA,3102190,192002,40911,3390,Medium,0.07617296168190858
Twitter,#Viral,Post,India,336179,268506,44773,15742,High,0.9787077717525485
YouTube,#Education,Reel,India,1436013,394721,27620,4864,High,0.2974938249166268
TikTok,#Challenge,Shorts,Australia,2484617,291379,87937,19854,High,0.16065655189512107
TikTok,#Education,Tweet,Brazil,3453424,279506,30204,25911,Medium,0.09718499668734566
