Post_ID,Platform,Hashtag,Content_Type,Views,Likes,Shares,Comments,Engagement_Level
Post_83,Instagram,#Gaming,Live Stream,4637078,219517,5831,32657,Low
Post_3463,Twitter,#Dance,Video,3360585,236038,32101,22848,Low
Post_1553,YouTube,#Fitness,Live Stream,1797416,432818,87238,33875,Low
Post_691,Instagram,#Music,Post,2180014,59373,52726,17442,Low
Post_4155,Instagram,#Fashion,Video,935217,284958,36811,25488,Medium
Post_153,TikTok,#Challenge,Shorts,3251679,498580,96093,9968,Medium
Post_1158,Instagram,#Tech,Video,1135196,106116,41569,21497,Medium
Post_357,TikTok,#Gaming,Tweet,3106083,104414,65393,39972,High
Post_1262,Instagram,#Comedy,Shorts,1753723,413003,90078,39688,High
Post_1069,TikTok,#Comedy,Tweet,4969573,61124,69585,20780,High
Post_4677,TikTok,#Comedy,Shorts,2366043,87673,4121,25516,Low
Post_4040,YouTube,#Music,Live Stream,440801,435945,79651,6051,Low
Post_404,Instagram,#Education,Live Stream,1924813,188326,41895,37760,Medium
Post_3256,TikTok,#Fashion,Shorts,4567357,425285,64520,30298,Medium
Post_3211,YouTube,#Viral,Video,556692,349917,96965,6379,Low
Post_3096,YouTube,#Comedy,Reel,631719,156255,51939,12258,Low
Post_3272,Instagram,#Fashion,Reel,623920,217601,92282,15725,Low
Post_1032,Twitter,#Fashion,Shorts,4539318,227085,49466,43222,High
Post_978,YouTube,#Education,Shorts,1174310,237235,78681,17776,High
Post_4325,Instagram,#Challenge,Reel,886426,77304,13067,5337,Low
Post_1339,TikTok,#Gaming,Video,323133,316119,92969,275,Low
Post_4139,Instagram,#Education,Tweet,1879192,424410,46366,12399,Low
Post_452,TikTok,#Music,Tweet,1689148,349908,55192,27281,Medium
Post_97,TikTok,#Tech,Live Stream,92085,176687,5641,22316,Medium
Post_3484,Instagram,#Tech,Video,948205,279450,19021,28397,Low
Post_156,YouTube,#Education,Shorts,4765117,177035,49884,46238,Medium
Post_363,Instagram,#Challenge,Post,258238,465551,15136,48715,Low
Post_4403,Twitter,#Gaming,Live Stream,4775115,173834,81079,11190,Low
Post_3940,YouTube,#Fitness,Video,1058655,486037,47060,4660,Medium
Post_4144,Twitter,#Education,Live Stream,4452133,482377,62652,30779,Low
Post_1994,Instagram,#Education,Tweet,3223735,484066,88547,2582,Medium
Post_763,Twitter,#Gaming,Post,2913334,94490,66459,18634,Low
Post_369,Instagram,#Dance,Tweet,2177286,201616,27274,22357,High
Post_3960,TikTok,#Music,Tweet,4875320,392724,47050,31603,Low
Post_145,Twitter,#Viral,Post,3940355,82304,68754,15897,Low
Post_297,TikTok,#Fashion,Reel,864256,437954,60063,46333,High
Post_2912,Twitter,#Dance,Reel,2363818,203582,76418,3874,High
Post_1602,YouTube,#Fitness,Reel,2703326,239560,14191,44747,Low
Post_562,YouTube,#Gaming,Video,147145,283273,38125,30094,Low
Post_3325,Instagram,#Dance,Shorts,133501,499664,49136,9299,Low
Post_3481,TikTok,#Fitness,Live Stream,1998816,141958,6106,24332,Medium
Post_729,TikTok,#Comedy,Shorts,2559080,225095,73949,6703,Low
Post_2719,Instagram,#Challenge,Live Stream,4621169,273643,43438,18369,Medium
Post_2751,YouTube,#Fashion,Tweet,721066,233419,19504,20612,Medium
Post_4848,Instagram,#Challenge,Live Stream,1015588,461019,50137,8384,Medium
Post_2393,TikTok,#Fitness,Post,3600594,292122,20092,46352,Low
Post_4882,YouTube,#Viral,Post,3948787,336320,47744,25126,High
Post_124,Instagram,#Music,Post,4646060,21362,31562,19778,Medium
Post_3666,Instagram,#Music,Tweet,4335301,193543,50186,36208,Low
Post_1984,YouTube,#Challenge,Reel,3634651,193211,91421,48931,Low
Post_516,Twitter,#Comedy,Reel,2549644,355626,71483,4053,Medium
Post_2977,Twitter,#Education,Live Stream,3673029,40060,45803,25257,Medium
Post_3981,Twitter,#Challenge,Reel,4332749,174493,80245,4174,Low
Post_4494,TikTok,#Music,Video,1421637,402011,97806,29398,High
Post_158,YouTube,#Fashion,Reel,4391275,392281,14429,27404,High
Post_1512,Twitter,#Music,Tweet,4577129,120208,84673,8875,High
Post_2643,Twitter,#Gaming,Reel,2543309,40011,54069,9368,Medium
Post_1215,YouTube,#Fashion,Reel,4736019,308046,88779,33858,Medium
Post_639,YouTube,#Dance,Live Stream,1763209,466418,98204,42669,Low
Post_3187,YouTube,#Dance,Live Stream,3524578,205017,50107,46380,Low
Post_3036,Twitter,#Tech,Reel,2198492,214761,49390,30920,High
Post_1329,Instagram,#Viral,Reel,4223266,5635,13422,13879,Low
Post_4028,YouTube,#Fashion,Video,4855651,304813,25847,27390,Low
Post_1719,YouTube,#Viral,Reel,3717495,477018,50628,6831,Medium
Post_4865,Twitter,#Fashion,Reel,555401,386534,22475,3736,Low
Post_550,YouTube,#Gaming,Video,3230981,43250,25450,38132,Low
Post_182,Instagram,#Tech,Reel,4003071,22251,13517,13392,Low
Post_141,TikTok,#Fashion,Live Stream,682046,480038,71997,18117,High
Post_2319,YouTube,#Fitness,Shorts,3068330,12455,15628,1032,Low
Post_1555,YouTube,#Viral,Reel,4938299,139325,25425,21859,Medium
Post_3381,TikTok,#Fashion,Reel,4398635,277525,1448,43645,Medium
Post_2108,YouTube,#Gaming,Shorts,3498297,280997,67445,41756,Low
Post_4762,YouTube,#Music,Tweet,2101712,32761,87377,33207,Medium
Post_3891,Instagram,#Challenge,Post,2727232,201268,17759,4275,High
Post_4577,Instagram,#Challenge,Shorts,2763379,424976,27036,13761,Low
Post_4683,YouTube,#Viral,Shorts,2514127,402527,19990,30948,High
Post_984,Twitter,#Comedy,Reel,3327043,459898,8577,4560,Medium
Post_1846,Twitter,#Music,Reel,4530589,160376,34461,22342,Low
Post_2905,TikTok,#Challenge,Live Stream,750309,254612,13280,27574,Medium
Post_2959,Instagram,#Fashion,Live Stream,2510654,222047,42335,18710,Low
Post_2153,TikTok,#Gaming,Video,311896,380243,78206,27299,Low
Post_1273,Instagram,#Music,Reel,1934060,55050,41483,39848,Medium
Post_1570,TikTok,#Dance,Live Stream,243941,453454,4373,23761,Medium
Post_461,TikTok,#Viral,Video,4574441,361896,98169,26574,High
Post_3079,YouTube,#Fitness,Live Stream,3874541,325908,68520,3286,Low
Post_3204,Twitter,#Dance,Live Stream,4814733,413922,85371,14507,High
Post_4438,TikTok,#Education,Shorts,1111633,356767,16497,5222,Medium
Post_4130,TikTok,#Dance,Post,3605374,497611,39201,48381,High
Post_1308,Twitter,#Music,Reel,278830,96874,13638,40689,Medium
Post_2476,TikTok,#Fashion,Shorts,2286322,316805,99649,12197,High
Post_4122,YouTube,#Fitness,Shorts,4127405,239815,25258,35670,Medium
Post_4220,TikTok,#Tech,Video,3545322,276967,4261,27752,Low
Post_1057,TikTok,#Challenge,Live Stream,3730939,8927,36583,33397,Medium
Post_288,YouTube,#Comedy,Tweet,2507996,317525,50404,25462,High
Post_1398,TikTok,#Dance,Live Stream,924656,154970,2083,31448,High
Post_3416,YouTube,#Education,Live Stream,4901555,191788,33946,23322,Medium
Post_4250,YouTube,#Gaming,Shorts,3283134,41122,8713,37710,Medium
Post_4045,TikTok,#Fitness,Live Stream,4561998,433892,13968,41674,Medium
Post_4070,TikTok,#Music,Live Stream,4096582,238913,3420,3568,Low
Post_1161,Instagram,#Dance,Shorts,2930383,479741,220,33112,Low
Post_1301,Twitter,#Comedy,Post,3264905,287339,75893,22514,Low
Post_1244,YouTube,#Gaming,Tweet,3569008,137418,23331,49305,Medium
Post_2327,Instagram,#Education,Video,3940342,210349,63035,33406,Low
Post_4291,YouTube,#Challenge,Shorts,2243196,90911,32317,38941,Low
Post_3768,TikTok,#Challenge,Post,513589,314068,81740,24653,Low
Post_3224,Instagram,#Fashion,Video,4771704,282262,66844,16684,Low
Post_924,Instagram,#Dance,Video,247234,296015,55319,39566,Low
Post_4463,YouTube,#Fashion,Video,3664947,498276,45486,29141,Low
Post_2303,Twitter,#Fashion,Video,3718031,227580,713,33831,Medium
Post_4806,Twitter,#Comedy,Tweet,2168867,98430,83970,511,Medium
Post_168,YouTube,#Challenge,Video,2547290,382792,78654,30532,Medium
Post_1748,Twitter,#Gaming,Video,4143188,47437,53378,21394,High
Post_4153,TikTok,#Challenge,Shorts,427399,347981,86598,26949,Medium
Post_3300,Twitter,#Music,Shorts,3585274,111926,37753,10310,Medium
Post_4389,Twitter,#Challenge,Video,3975840,247776,42724,29220,High
Post_3421,Instagram,#Tech,Shorts,285407,69051,12083,38231,Low
Post_1222,Instagram,#Education,Live Stream,1374292,468164,79559,11612,Low
Post_2081,YouTube,#Music,Video,509123,259581,53583,2019,High
Post_1486,Twitter,#Fashion,Reel,1732622,439661,38668,776,High
Post_3174,TikTok,#Tech,Video,3847940,382933,33818,35325,High
Post_3802,TikTok,#Comedy,Reel,419884,80341,79803,14047,Low
Post_2490,YouTube,#Comedy,Reel,2240771,454178,29349,31522,Low
Post_2896,Instagram,#Viral,Live Stream,670827,419802,52712,9940,Low
Post_3138,TikTok,#Challenge,Reel,4440291,236499,38230,42230,Low
Post_4265,TikTok,#Education,Live Stream,3961797,253439,67692,7836,Medium
Post_1058,TikTok,#Education,Video,1951149,367712,57910,28894,Low
Post_4968,Instagram,#Education,Live Stream,3118970,150127,9207,2892,Low
Post_918,Twitter,#Fashion,Reel,3268300,382429,74538,8612,Medium
Post_1240,TikTok,#Viral,Video,1476674,464620,19688,29990,Low
Post_298,Instagram,#Comedy,Reel,1853392,232747,87334,27858,Medium
Post_3692,Instagram,#Fashion,Tweet,2926591,5898,89,6431,Low
Post_765,Twitter,#Tech,Post,4934327,73355,29521,11128,Low
Post_4355,Twitter,#Viral,Video,1614171,402810,51138,42356,Medium
Post_4852,Instagram,#Tech,Video,2744334,432158,74368,12933,Low
Post_4425,Twitter,#Fitness,Tweet,751792,34057,22585,6591,Low
Post_4393,YouTube,#Fashion,Tweet,2796853,277310,49504,4306,High
Post_2435,YouTube,#Challenge,Shorts,1142278,236928,12775,5265,High
Post_1658,Instagram,#Fitness,Video,1577124,190567,91953,34496,Low
Post_1315,Instagram,#Education,Reel,330476,485696,2619,4585,Low
Post_2190,TikTok,#Gaming,Post,1320584,445459,33529,3631,Medium
Post_2364,Instagram,#Dance,Reel,3265277,458051,29284,27213,High
Post_102,TikTok,#Music,Live Stream,2249678,46464,83075,5710,Medium
Post_3189,Instagram,#Tech,Shorts,2703206,265588,10903,43619,Low
Post_2071,TikTok,#Comedy,Video,2251120,333971,79937,1186,High
Post_4996,YouTube,#Education,Video,4258236,381509,59209,4674,High
Post_2694,YouTube,#Fashion,Post,189735,353334,84368,36316,Medium
Post_3074,YouTube,#Challenge,Tweet,4217473,315841,98963,2655,Medium
Post_1403,TikTok,#Comedy,Video,4126231,268495,57440,8547,Medium
Post_3220,Twitter,#Viral,Video,3841456,348089,61193,14943,High
Post_1774,Twitter,#Viral,Tweet,2397678,418390,10658,16153,Low
Post_4733,Twitter,#Education,Reel,2153009,424075,10091,31751,Low
Post_1304,Twitter,#Gaming,Tweet,961783,142483,59165,21732,Medium
Post_651,Twitter,#Challenge,Post,4997429,77831,85735,28182,Low
Post_4020,Twitter,#Gaming,Reel,3047152,462966,98217,28891,High
Post_1510,Twitter,#Fitness,Tweet,4253475,394052,7337,4553,High
Post_2477,YouTube,#Viral,Shorts,2307501,358459,4933,24085,Medium
Post_1500,YouTube,#Education,Shorts,1763821,229796,94518,13069,Medium
Post_3877,YouTube,#Comedy,Live Stream,4238088,464704,79303,38696,Medium
Post_671,YouTube,#Fashion,Shorts,495662,367965,47920,35519,Medium
Post_3491,Twitter,#Dance,Video,3212719,63977,71876,17859,Low
Post_4535,YouTube,#Comedy,Post,1007963,55761,11552,36476,High
Post_4555,Twitter,#Viral,Video,1312128,143980,37304,38740,High
Post_2221,Instagram,#Fitness,Tweet,2776258,317373,95587,17971,High
Post_4883,TikTok,#Tech,Reel,2783646,442401,9749,39725,Low
Post_2360,TikTok,#Dance,Video,583548,159734,5218,18625,Medium
Post_836,Instagram,#Fitness,Tweet,2609916,421798,69244,20168,High
Post_3655,TikTok,#Dance,Tweet,4171587,222488,80865,5536,Low
Post_2639,Instagram,#Fashion,Live Stream,4257118,186429,23604,19658,High
Post_4568,Twitter,#Music,Video,1122719,48060,58549,25881,High
Post_2501,TikTok,#Comedy,Tweet,566432,123321,33394,35085,High
Post_3862,Twitter,#Comedy,Video,295470,303723,803,3736,Low
Post_106,Twitter,#Fitness,Live Stream,3926751,302919,49216,30399,Low
Post_607,YouTube,#Education,Post,4709663,278234,36961,4670,Medium
Post_1010,Instagram,#Music,Live Stream,3284675,375788,31851,4538,High
Post_1670,Instagram,#Challenge,Video,1087661,285688,15615,4887,Medium
Post_490,Instagram,#Gaming,Tweet,1296124,435551,48934,49483,High
Post_3444,YouTube,#Tech,Tweet,4701545,330937,83911,41934,High
Post_4746,Instagram,#Fitness,Tweet,4033578,51533,75559,11512,Low
Post_4271,Twitter,#Fitness,Post,304335,292726,57503,40349,Low
Post_173,Instagram,#Fitness,Tweet,2275387,271817,72208,27046,High
Post_361,YouTube,#Gaming,Post,3559212,54955,38056,8025,High
Post_434,Instagram,#Gaming,Shorts,1190294,180949,16220,16017,Medium
Post_2953,YouTube,#Tech,Live Stream,4695675,332129,80070,7343,Medium
Post_4563,TikTok,#Comedy,Shorts,1577238,400151,87336,31218,Medium
Post_3392,YouTube,#Tech,Post,1145812,399549,44531,22800,Low
Post_4853,YouTube,#Comedy,Live Stream,1975939,451179,64867,14319,Low
Post_2518,Twitter,#Fashion,Tweet,4413422,167555,58449,806,Low
Post_2094,Instagram,#Fashion,Shorts,3010836,422269,58452,4866,High
Post_4199,Twitter,#Fitness,Reel,2938655,483237,98936,21895,Low
Post_4187,TikTok,#Dance,Live Stream,2583561,340140,14516,40878,Medium
Post_3354,Instagram,#Challenge,Tweet,3561125,94613,21873,47524,Medium
Post_2512,TikTok,#Fashion,Shorts,3771445,420305,58653,23940,Low
Post_2695,Instagram,#Gaming,Video,3576712,403450,97590,31542,Medium
Post_4625,Instagram,#Tech,Video,1766643,372453,31196,35447,Low
Post_2682,Twitter,#Gaming,Shorts,2193984,469335,14834,25029,Medium
Post_746,Twitter,#Fashion,Live Stream,3015306,110140,14231,21543,Medium
Post_2478,YouTube,#Fitness,Tweet,3047358,462784,10533,18903,Low
Post_4085,Instagram,#Viral,Post,1836143,478208,99728,23179,High
Post_943,Twitter,#Challenge,Shorts,3495620,264370,42528,26970,High
Post_1903,TikTok,#Fashion,Reel,1398792,421151,45599,7589,High
Post_2103,TikTok,#Education,Tweet,3262646,374397,6751,40244,High
Post_944,TikTok,#Viral,Live Stream,1782713,79936,65474,33082,Low
Post_3066,Twitter,#Music,Live Stream,30878,356573,37472,25202,Medium
Post_4063,Twitter,#Viral,Post,817713,125792,35355,5263,High
Post_680,Instagram,#Tech,Video,1904069,426897,58669,35210,High
Post_4081,TikTok,#Challenge,Tweet,3286984,1798,28963,13208,Medium
Post_2570,YouTube,#Fitness,Video,3047626,396572,2041,13218,Medium
Post_4771,YouTube,#Challenge,Live Stream,3359899,492874,1269,8977,Medium
Post_2145,TikTok,#Education,Reel,454948,306641,59145,37973,High
Post_2487,TikTok,#Gaming,Reel,1373925,83584,5032,45668,Medium
Post_1140,Twitter,#Fashion,Live Stream,3551156,74808,24814,5993,Low
Post_163,TikTok,#Gaming,Video,102418,107650,94514,26548,Medium
Post_915,Twitter,#Viral,Live Stream,2107265,257928,88494,37544,Medium
Post_3770,Twitter,#Gaming,Post,1744531,196250,8655,25527,High
Post_2996,Twitter,#Music,Video,2594911,439273,14531,8322,Medium
Post_3535,Twitter,#Music,Tweet,358699,140507,3318,44969,Low
Post_3774,YouTube,#Fitness,Live Stream,2662468,395901,43291,11180,High
Post_4768,YouTube,#Dance,Video,2618299,174129,18094,29585,High
Post_536,YouTube,#Challenge,Video,2368362,300651,67181,25054,Low
Post_3280,Instagram,#Fitness,Video,2036540,16738,9695,43757,High
Post_3321,YouTube,#Fitness,Live Stream,3932748,87418,69326,40766,Low
Post_2313,Twitter,#Tech,Reel,2531742,387241,7902,4038,Low
Post_3001,YouTube,#Dance,Video,225818,233282,45288,40116,Medium
Post_4741,Twitter,#Dance,Reel,2104258,182294,4266,23225,Low
Post_4386,YouTube,#Education,Shorts,4651762,237587,10380,40921,Low
Post_2902,TikTok,#Comedy,Tweet,1862650,430821,70873,12179,Medium
Post_1495,Instagram,#Challenge,Live Stream,4727831,399257,28383,10368,Low
Post_2990,Instagram,#Gaming,Reel,4401295,150497,53808,43102,Low
Post_1541,Instagram,#Comedy,Live Stream,4323,301571,81786,30318,Low
Post_2427,Instagram,#Tech,Live Stream,4466621,479028,75159,13063,Low
Post_1931,TikTok,#Tech,Shorts,4721969,230080,11521,45946,Medium
Post_766,YouTube,#Gaming,Shorts,2996758,80465,74505,39752,High
Post_2441,YouTube,#Dance,Shorts,3634921,62251,65353,36771,High
Post_4229,TikTok,#Education,Shorts,4854055,197367,55292,48663,Low
Post_1767,Twitter,#Challenge,Post,1712244,62154,17276,37377,Low
Post_3731,Twitter,#Education,Tweet,3207258,462611,63427,11223,Medium
Post_2664,YouTube,#Fitness,Reel,1966190,364036,10977,10251,Low
Post_4616,TikTok,#Music,Live Stream,2365962,466145,84706,38723,Low
Post_695,Instagram,#Dance,Live Stream,3444824,395141,90673,32852,Medium
Post_797,Instagram,#Challenge,Post,2809655,296700,36554,5867,Low
Post_3718,YouTube,#Dance,Tweet,393968,399795,93583,35968,High
Post_556,YouTube,#Fitness,Video,348322,346558,13640,22532,High
Post_2305,TikTok,#Fashion,Shorts,4214269,222752,57342,4097,High
Post_1883,TikTok,#Music,Shorts,758897,484797,85360,28431,High
Post_2936,YouTube,#Gaming,Shorts,288978,134592,30125,13424,Medium
Post_1700,Twitter,#Fashion,Shorts,2469353,451890,14407,35509,High
Post_2816,Instagram,#Dance,Reel,2608658,98810,82993,34706,High
Post_3614,YouTube,#Music,Post,2226088,4248,66185,28435,Medium
Post_3493,Instagram,#Viral,Video,3179227,226624,320,17306,Low
Post_1081,TikTok,#Gaming,Shorts,2056554,5852,96016,26074,High
Post_3307,TikTok,#Fashion,Shorts,1605981,88443,19996,45032,Low
Post_3565,TikTok,#Tech,Tweet,4938028,177276,29744,27085,Low
Post_4985,TikTok,#Gaming,Reel,3781363,74717,184,38904,Medium
Post_3521,Twitter,#Gaming,Tweet,2047224,191543,60305,25760,Medium
Post_2822,Instagram,#Viral,Video,1060579,3040,27023,2492,Medium
Post_4487,Twitter,#Dance,Live Stream,4482313,170103,66262,46723,High
Post_920,TikTok,#Fitness,Post,1265641,256012,70345,37884,High
Post_335,Instagram,#Viral,Video,4096574,225112,53015,15291,Low
Post_4668,Instagram,#Music,Reel,207495,134074,74441,37754,Medium
Post_720,TikTok,#Music,Reel,4467464,454446,93389,15009,Low
Post_1718,YouTube,#Viral,Reel,2686077,437233,38768,18367,High
Post_1725,Instagram,#Gaming,Shorts,4798066,375356,7649,17000,Low
Post_893,Instagram,#Tech,Tweet,410444,256366,76964,9098,Medium
Post_1009,Twitter,#Comedy,Live Stream,4582322,164949,4598,34876,High
Post_2161,YouTube,#Challenge,Video,4521597,438998,99103,14083,Medium
Post_4227,Twitter,#Challenge,Shorts,4876711,213421,13563,48777,Low
Post_1750,YouTube,#Fashion,Live Stream,3301819,219535,69694,1274,Low
Post_704,Twitter,#Fitness,Video,963602,335585,45110,33791,High
Post_525,YouTube,#Challenge,Reel,848550,133105,51730,28482,Medium
Post_4615,YouTube,#Fashion,Tweet,811324,125535,79606,32458,Low
Post_4397,TikTok,#Fashion,Tweet,582999,200303,2292,45395,High
Post_4527,YouTube,#Education,Reel,1715615,398432,42356,12514,Low
Post_4511,YouTube,#Challenge,Video,2236066,192860,82823,1338,Low
Post_2543,Twitter,#Viral,Video,4974277,54468,92889,6169,Low
Post_398,YouTube,#Challenge,Shorts,4987250,423644,6076,26739,Medium
Post_4518,YouTube,#Fashion,Video,2760244,179236,69819,8842,Medium
Post_823,YouTube,#Challenge,Post,508550,499157,39933,26111,Low
Post_2326,Instagram,#Challenge,Reel,829327,240625,50607,2433,High
Post_2152,TikTok,#Fitness,Video,4706191,318830,35920,32602,Low
Post_3368,YouTube,#Challenge,Tweet,3033929,183527,74350,10565,Low
Post_1609,Instagram,#Fitness,Post,1057426,357002,30426,49349,Low
Post_794,Twitter,#Viral,Live Stream,2853605,22118,24141,31221,Low
Post_3330,TikTok,#Tech,Shorts,1188268,460471,79903,19165,High
Post_2434,Twitter,#Gaming,Video,584615,150064,84725,17775,Medium
Post_2475,Twitter,#Comedy,Live Stream,754145,104586,83802,36911,High
Post_2851,Twitter,#Viral,Live Stream,4066789,201905,49387,17566,High
Post_953,Instagram,#Viral,Live Stream,507910,439117,23000,36313,High
Post_542,TikTok,#Dance,Video,4909664,32328,44030,40462,High
Post_3499,Instagram,#Challenge,Video,4559245,477588,64375,23246,High
Post_4943,Twitter,#Education,Tweet,4716339,395039,85360,46832,High
Post_138,Instagram,#Fashion,Live Stream,4027409,80497,44156,14597,Medium
Post_3358,YouTube,#Fitness,Reel,1757464,456820,93107,5984,Medium
Post_3979,YouTube,#Education,Post,1693131,46838,16010,46321,Medium
Post_2594,TikTok,#Viral,Video,3514325,72881,13919,31645,High
Post_909,Instagram,#Education,Video,3373468,255416,34814,25166,Medium
Post_4530,YouTube,#Music,Post,2398278,346013,69432,23242,Low
Post_2878,Instagram,#Comedy,Post,4599775,330663,79218,13710,Medium
Post_98,TikTok,#Tech,Post,3843536,90333,10903,30677,Medium
Post_2874,Twitter,#Dance,Post,486370,493571,78894,34860,Low
Post_1793,TikTok,#Fashion,Tweet,1345733,200806,25914,23500,Medium
Post_4018,TikTok,#Fashion,Video,110071,424227,44869,1792,High
Post_3388,YouTube,#Viral,Live Stream,1902123,407452,53872,49399,High
Post_1463,Twitter,#Education,Tweet,1582056,494486,84288,37093,Medium
Post_4749,TikTok,#Dance,Video,1668055,24782,18001,35311,Medium
Post_679,Instagram,#Music,Post,3951368,249468,17548,43162,High
Post_247,TikTok,#Fashion,Video,3290858,250085,41283,20251,High
Post_2134,Instagram,#Comedy,Shorts,3685642,89680,72848,26621,Low
Post_3838,Instagram,#Fashion,Tweet,1100509,307784,15477,49898,Low
Post_4586,TikTok,#Fitness,Reel,4099779,9695,81909,2348,Low
Post_4862,YouTube,#Music,Post,1561101,265425,78956,35640,High
Post_4970,YouTube,#Fashion,Video,4656939,316394,49548,40754,High
Post_385,Twitter,#Tech,Reel,2145559,469691,78098,14666,Medium
Post_2726,YouTube,#Challenge,Tweet,1033019,459345,67564,42749,Medium
Post_1136,TikTok,#Education,Live Stream,492746,467395,66735,1125,Medium
Post_4565,Instagram,#Dance,Shorts,2047644,237289,24803,5008,High
Post_4456,Instagram,#Comedy,Live Stream,568573,45982,59886,44122,High
Post_4214,TikTok,#Music,Tweet,4023508,424443,60005,29638,Medium
Post_2173,YouTube,#Viral,Reel,3021490,245628,5788,46874,Medium
Post_160,Twitter,#Music,Tweet,4555977,1087,23157,12611,Medium
Post_4151,TikTok,#Comedy,Live Stream,3512498,38120,22702,22430,Low
Post_2701,YouTube,#Fashion,Reel,962435,63655,59077,41603,Low
Post_2426,Instagram,#Tech,Tweet,3681863,228168,9128,32280,Medium
Post_2831,Instagram,#Viral,Post,3735626,401542,46135,21504,Medium
Post_4097,Instagram,#Fitness,Reel,2073379,109399,75728,12420,High
Post_3714,YouTube,#Challenge,Post,475805,301526,19765,33905,Low
Post_48,Instagram,#Dance,Live Stream,2212857,74624,24137,35546,Medium
Post_2967,Twitter,#Tech,Tweet,4089138,395765,32976,3225,Low
Post_4892,TikTok,#Fitness,Shorts,3255420,225181,95950,6608,Low
Post_1284,YouTube,#Comedy,Live Stream,2440607,59389,15997,21735,Low
Post_2017,Twitter,#Comedy,Video,3194300,364905,10897,45148,Low
Post_4863,YouTube,#Viral,Post,4175750,129321,55183,8361,Low
Post_3934,TikTok,#Comedy,Video,631935,263783,3049,40556,High
Post_2293,TikTok,#Music,Post,3273580,255450,69728,20381,High
Post_3089,Instagram,#Tech,Tweet,3652853,316401,92501,7383,Low
Post_4292,TikTok,#Music,Reel,50353,338919,5571,36018,Medium
Post_262,Twitter,#Fitness,Live Stream,4330038,118835,19134,27781,High
Post_2409,YouTube,#Education,Post,1921686,235328,25763,14304,Low
Post_916,TikTok,#Comedy,Live Stream,421767,153271,92874,4701,Low
Post_92,Twitter,#Comedy,Post,4567233,66980,96596,49121,Low
Post_2506,Twitter,#Challenge,Live Stream,1557528,434353,94792,47416,High
Post_2733,Twitter,#Challenge,Reel,2680307,263946,18402,30996,Low
Post_2348,YouTube,#Viral,Video,1214414,157239,57620,29886,High
Post_3171,Twitter,#Tech,Tweet,1262732,476695,34147,6539,Low
Post_504,Twitter,#Education,Reel,4962420,494185,59718,46178,Low
Post_3057,YouTube,#Fitness,Shorts,2413529,336934,57434,10139,Low
Post_2262,Instagram,#Music,Post,3785489,39486,15742,31425,Low
Post_1791,Instagram,#Fitness,Reel,168561,82166,65838,18714,High
Post_1008,Twitter,#Fitness,Post,4003396,356630,52250,48835,High
Post_3938,Instagram,#Comedy,Shorts,3523284,272930,96467,47190,Low
Post_831,Twitter,#Fashion,Tweet,160483,383250,33960,35029,High
Post_4148,TikTok,#Comedy,Video,979723,43080,98064,14316,Medium
Post_4590,YouTube,#Education,Reel,4907437,164649,80863,15435,Low
Post_3377,TikTok,#Music,Reel,4931757,144977,90468,7093,Medium
Post_546,Instagram,#Fitness,Live Stream,2359516,394171,34790,26112,High
Post_3142,Twitter,#Dance,Post,3684565,82773,32745,7069,High
Post_2468,Twitter,#Challenge,Video,2127962,220734,21453,14972,Medium
Post_1681,YouTube,#Challenge,Tweet,240061,499517,73285,47847,High
Post_1092,Twitter,#Fashion,Post,2116294,479845,2280,48864,Low
Post_3269,TikTok,#Gaming,Reel,3914797,416802,10726,45764,Medium
Post_3755,Twitter,#Music,Shorts,572204,455700,85611,43242,High
Post_2162,TikTok,#Fitness,Shorts,119572,481352,83967,27291,Low
Post_3440,TikTok,#Tech,Reel,3155890,224187,49865,1019,Medium
Post_110,Twitter,#Dance,Video,3868789,188191,4660,26605,Medium
Post_3894,Twitter,#Comedy,Tweet,4542486,335370,7455,42264,Low
Post_3109,Twitter,#Challenge,Live Stream,2883752,89502,34959,36742,Medium
Post_786,TikTok,#Challenge,Shorts,2934644,317216,61336,35193,High
Post_4067,YouTube,#Challenge,Live Stream,2300705,446587,11396,12186,Medium
Post_2267,Twitter,#Music,Live Stream,4226285,275310,91592,30473,Medium
Post_2754,YouTube,#Dance,Tweet,4569636,460529,21363,19829,Medium
Post_4654,Twitter,#Music,Reel,3295406,452982,11731,12475,High
Post_575,Instagram,#Dance,Reel,4694304,15155,48834,46703,Low
Post_4884,Instagram,#Dance,Reel,369433,443562,51100,18671,Low
Post_467,Twitter,#Fitness,Tweet,3684089,213042,71881,21008,Low
Post_3263,YouTube,#Viral,Reel,1841123,218186,94436,7059,Low
Post_3050,TikTok,#Gaming,Reel,4427514,209500,54813,398,Medium
Post_4030,Instagram,#Gaming,Post,3428164,338911,99243,18226,Low
Post_2469,Twitter,#Fashion,Reel,4856986,291395,99817,7707,High
Post_2994,TikTok,#Education,Live Stream,3133284,395779,63400,32300,Low
Post_2067,Twitter,#Tech,Reel,2488603,78159,50447,42943,Medium
Post_3287,Twitter,#Viral,Post,4481616,321584,22363,14884,Low
Post_3958,Instagram,#Dance,Post,26531,366987,95517,48128,Low
Post_3164,Twitter,#Viral,Post,212704,431284,38305,46613,High
Post_3791,Instagram,#Education,Shorts,1532579,318112,7994,1220,Medium
Post_2804,YouTube,#Dance,Video,1175324,386762,41178,14302,Medium
